"","very","how","much","all","most","about","really","rather","quite","right","almost","actually","indeed","simply","especially","clearly","nearly","exactly","little","highly","fully","slightly","hardly","completely","relatively","largely","entirely","extremely","fairly","totally","absolutely","partly","widely","pretty","somewhat","perfectly","mostly","essentially","precisely","greatly","approximately","purely","sufficiently","roughly","barely","wholly","thoroughly","strictly","substantially","broadly","differently","fucking","positively","utterly","partially","half","terribly","dead","technically","vaguely","halfway","fundamentally","enormously","distinctly","incredibly"
"influential",0,0,0,0,1.44726986128386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13389272960847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92789692207897,0,0
"dull",0,0.0522088201270185,0,0,0,0,0,3.00877083538677,0.743791503930511,0,0,0,0,0,0,0,0,0,1.5102614784005,0,0,1.60511662108244,0,0,0,0,0,0.158020724974592,0.981292175675709,0,0,0,0,1.4361517244697,1.77634112743043,0,0.278710512147285,0,0,0,0,0,0,0,0,0,0.586251075902032,0,0,0,0,0,1.27918703634372,1.53749120166811,0,0,2.30742205493561,0,0,0,0,0,0,0.0636284771692607,1.87176511333814
"faint",0.946578643249589,0,0,0,0,0,0,1.03902018147226,0.168414503384814,0,0.683259437114092,0.571893686123221,0,0,0,0,0.872242499418562,0,0.167436253963869,0,0,0,0,0,0.189208636631859,0,0,1.27153733626683,1.00596991551542,0,0,0,0,0,0.496964515982853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264650124369592,0,0,0,0,2.8734161896309,0,0,0,0,0,0,0
"ridiculous",0,1.07404719882681,0,0,0.0850017265505928,0,0,1.11064367116628,0.184134997406851,0,0.84373256651268,0,0.0228113088774705,1.98604324207281,0,0.273037761119535,0,0,0.633051872843267,0,0,0.939539711922798,0,1.68641605141105,0,0,0.0697721078647217,0,0,1.77999957452232,2.60008222839747,0,0,0.600839295170749,0.904384159515259,0.410479970768784,0,0,0,0,0,0,0,0,0,0.157037911019322,0.478229882154821,0,0,0,0,1.2209546603475,1.34655101577218,4.23249047246884,0,0,0,0,0,1.55502451279243,0,0,0,0,0.0625414232398578
"neat",0,0,0,0,0,0,2.04789663178265,0.503730839573928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39340027939049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"elegant",0.283190493158257,0,0,0,0.807518181738624,0,0,0.406709308062959,0,0,0,0,0,2.63680993414818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722065952471752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462118046389782,0,0,0.0635571114608894,0,0.867420874319953,0,0,0,0,1.05299400983703,0.452230964629102
"lesser",0,0,3.68914439248969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48985892144999,0,0,0.490902363450514,0,0,0,0,0,0,0,0,0,3.13784595400694,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95323154602758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407984306236,0
"marvellous",0,0.916800984747144,0,0,0.510698882078788,0,0.421884253197398,1.03892927762145,0.563325893755356,0,0,0,2.10864804020927,3.11508202324212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93769724041157,0,0,0,0,1.33470737214705,0,0,0,0,0,0,0,0,0,0,0.686420635822205,0,0,0,0,0.619929621741229,1.74417197584739,2.8356136344658,0,0,0,0,0.205421268497612,0,0,0,0,0,0
"improved",0,0,2.91221448068933,0,0.0924442448210352,0,0,0,0,0,0,1.27623063578098,0.634413990743698,0,0,0.844870194632809,0,0,0,0,0,2.25545571225689,0.753444585133622,0,0,0.00576532500375588,0,0,0,0,0,0,0,0,0.791154487363459,0,0,0,0,5.01595456693201,0,0,0.0424586090087033,0,0.31142949357431,0,0,0,3.62414626507801,0,0,0,0,0,0.568861966109872,0,0,0,0,0,0,0.578798659270519,1.95298494124655,0.571042498558766,0
"secure",0,1.00143263321563,0,0,0.15635264672268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74945544007538,1.61733941233712,0,0,1.8099629171918,0.109528362686477,0,0,0.0839533007717089,0,2.09972763056664,1.73021018854055,0,0,0,0,0.67950585210808,0,0,0,0,0,0,0.926073084292203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"genetic",0,1.14095467676163,0.938076459470534,0.0932163020356558,0,2.40447243905457,0,0,0,0.323121148970349,0,0,0.87019333602383,0,0.0537986498967147,0,0,0,0.813930874018719,0,0,0,0,0,0,1.51468293723514,0.0100273605075789,0,0,0,0,2.26885040690587,0,0,0,0,0,0,0,0,0,2.61427618167936,0,0,0,0.320627591249589,0,1.19702877257464,0,0,0,0,1.03196874898567,0,2.50773866124836,0,0,0,0,0,0,0,0,0,0
"lonely",0.527904901754572,0.738838393931007,0,0,0,0,0.0381094069594555,1.37074448838566,0.398995759452018,0,0,0,0,0,0,0,0,0,1.53354257044972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735990355523396,0.844290191183938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185813569559044,0,1.46360003466355,0,0,3.0361366577856,0,0,0.578504554060307,0,0,0,0,1.06588768457012
"partial",0.0264196099048598,0,0,0.704499392064697,0,1.07011622269394,0,1.85458573382255,1.02598266760548,0.108623954389558,0,0,0.252261790840396,0,1.04064558066678,0,0,0,0.519420736119237,0,0,0,0,0,0,0,0,0,0,0.499912528536163,0,0,0,0,1.29900223291504,0,0,0.671208129601067,0,0,0,0,0,0,0,0,0,0.179461316103969,0,0,0,0,0,0,0,0.698352360354672,0.302781280647577,0,0,0,0,0,0,0,0
"weekly",0,0,0.216366918517226,0.259666922951022,0,1.05656753483375,0,0,0,0,3.90118547484384,0,0,0,0,0,1.99389951170542,0,0.329439787811252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16774275614788,0,0.415497052253129,0,0,0,4.58405935931042,0,0,4.45402580494256,0,0,0.167553392013393,0,0,0,0,0,0,0,0,0.31457314742021,0,0,0,0,0,0,0,0,0
"intensive",0.00832874420231108,0.248832952465914,0,0,0.569865683235249,0,0,0.365396492237777,0.0121364057067135,0,0,0,0,0,0.0633635777393383,0,0,0,0,1.32311212984293,0,0,0,0,0.270927333685526,0,0,0,1.17995340913649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597741841050219,0,0,0,0,0,0,0,0,0,0,0,0,0.797134010005899,0,0,0.999704030302539,0,0,0,0,0,0
"damp",0,0,0,0,0,0,0,1.59107770458228,0.148590170695002,0,0,0,0,0,0,0,0,0,1.88570302591464,0,0,4.55642781608874,0,0,0,0,0,0,0,0,0,0,0,0,1.34296365474589,0,0,0,0,0,0,0,0.0631783798918547,0,2.9646384500336,0,1.50411624405577,0,0,0,0,0,0,0,0.315592137220427,0,0,0,0,1.29254595661628,0,0,0,1.27541742229734,0
"casual",0.206934398539383,0,0,0,0.409666563212025,0.136066834449464,0,1.25400769241275,0,0,1.42149320259813,0,0,0.833621592265995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109609107782459,0.745199431087295,0.0255999310098719,0,0,0,0.344905565961496,1.42368829618568,0,0.45259000165987,0,0,0,0,0.850036262597112,0,0,0,0,0,1.23985818066022,0,0,0,0,0,0.132573993473553,0,0,0,0,0,0,0,0,0,1.02419454574715,0
"precious",0,0.429977869416895,0,0,1.32558270697195,0,0,0,0,0,0,0,0,0.183114619084891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"crazy",0,0.677717914105862,0,0,0,0,1.04869880490045,0,0,0,0,0,0.0503567605091507,0.332890962258478,0,0,0,0,2.20067791043165,0,0,1.59575019994314,0,1.14402667089327,0,0,0,0,0,1.65933152205966,2.01417142765708,0,0,1.28924352201333,0.105461168530503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3368985102832,1.07587127673224,1.03109008696165,0,1.80173605838776,0,0,0,0,0,0,0,0,0
"changing",0,0.0790744481964755,0,0,0,2.69362148407509,0,0,0,0,0,2.13460230514519,1.49877901245276,3.08152502758448,0,0.463071083290218,0,0,0,0,0,1.12338051942392,0.2494229367299,0.73526436229022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93117047725406,0,0.398201526858119,0,0,0,0,0,0,0,0,1.71462015375312,0,0,0,2.10146626960772,0,0,0,0,0,0,0,0,4.05406745819706,0,0,0
"brave",0.665908571482435,0.79146444175387,0,0,0,0,1.26944099623044,0,0,0,0,0,1.06710860599908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261196061162056,0,0,0,0,0,0.11787167220138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01882506033612,0,0,0,0,0,1.02820471747457,0,2.16625661163335
"continued",0,0.215196372111199,1.54174444374531,0.52099657114537,0,1.56124714183351,0,0.898830883241735,0,0.869240492665146,0,2.3470483759332,2.48131914086105,3.20604467256933,0,1.30594053009656,0,0,0,0,0,0,0,0,0,2.31540911224355,0,0,0,0,0,0.421823903521141,0,0,0,0,0.509479601467118,2.00518166343573,0,0,0,0,0,0,0.0268434010632165,0,0,0,0.286828475585814,1.36757467723561,0,1.46282931932129,0,0,0.709585095490291,3.05689555640341,0,2.05128998538353,0,0,0,0,0,0,0
"delicate",0.535522532909802,0,0,0,0.554943395326988,0,0,1.3269563708985,0,0,0,0,0,0,0.0122670509397666,0,0,0,0,0,0,0,0,0,0,0,0,1.01806871741848,0,0,0,0,0,0,1.08186676304249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646078635104914
"vertical",0,0,0.846185815520184,0.186310639109268,0,0.703286673598054,0,0,0,2.53420912100078,2.72781804120474,0,0,0,0.123481790419278,0,3.80370730312823,1.73394287019922,0.534381445062012,0,0,0,0,0.624348703212391,0,0.169625374725071,0,0,0,0,0.071994721635327,0,0,0,0,2.11738492156653,0.88149688924866,2.16024253042196,2.60454227806918,0,2.97775313268742,2.10680537208133,0,1.78700026494293,0,0,0,1.43625515798595,3.46510164207613,0,0,0,0,0,0,1.14030780897325,0,0.582898737901045,0,0,0,0,0,0.227335396358776,0
"assistant",0,0,0,1.53393583662093,0,1.08697516206783,0,0,0,1.80075426540496,0,0.322945868337815,0,0,1.22927577827894,0,0,0,1.95328451000555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645805381468732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615151171548566,0,0,0,0,0,1.65416567241088,0,0,0,0,0,0,0
"excessive",0,0,0,0,0,2.11781307443344,0,1.51375226472436,0,0,0.657509116364418,0,1.28544803463266,0.684738179290147,0.244450757984633,3.47981411577372,0,0,2.02640022353087,0,0,1.57979716010466,1.65438494130094,0,0,0,0,0,0,0,0,0,0,0,2.15193834120447,0,0,0,0,0.750909212385477,0,0,0,0,0,0.889535811433097,0,0,0.798031575029561,0,0,0,0,0.528483328090602,0,0,0.160178391248366,0,0,0,0,0,0.448453516050481,0,0
"digital",0,1.03722270249049,0,1.2721787685597,0,1.6250655245105,0,0,0,1.71790997833921,0,0,0,0.0682674550400909,0,0,0,0,0,0,1.62712367426376,0,0,0.250560324979004,0,0,0.321720686660058,0,0,0,0,0,0,0,0,0,0.0332892616686079,0,0,0,0,2.11906801162724,0,0,0,0,0,0.243819112227844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"steep",0.588220606349031,0,0,0,0,0,0,1.70890713322322,0.820981763224582,0,0,0,0,0,0,0,0,0,1.48229777619071,0,0,0.153328945024499,0,0,0.94416347072052,0,0,0.744513380832045,1.90027346602345,0,0,0,0,1.11149595345645,0.958598943210449,0,0,0,0,0,0,0,0.358719911844114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619869899526736,0,0,0,0,0,0,0,1.19189300439633
"exceptional",0,0,0,0,0.264364163916754,0.504765651435626,0.380259145751139,1.51187049531979,1.51398046541939,0,0,0,1.70514666554719,0.841797501435053,0,0.977523840659192,0,0,0,0.256481435606034,0,0,1.80959498627858,0,0,0,0,0,0,0,1.06594584398787,0,0,0,0.873031012501698,0,0,0,0,0,0,0.0298562278012888,0.280088677836026,0,0,2.95996457244743,0,0,0,0,0,0,0.0219286911311777,1.39596025926617,0,0,0,0,0,0,0,0,0,0.752472831929572,0
"random",0,0,0,0,0,0.805135060431269,0.233286870037386,0.923873800784871,0,0,0.915110119175838,0,0.424664246384633,0.8427305069917,0,0,0.529806320829937,0,0,0,0,0.680955006959326,0,2.63878520115347,0,0.521654951369533,1.31322393782458,0,0.675045420993771,2.59683838519437,0,0.0601767898121862,0,0.225006967494096,1.7413690047393,0.794003614512985,0.859636829688154,2.70646518886435,0,0,0.756800736024742,3.18971506311594,0.439033542435466,0,0,0.369756393339913,0,0.421630994112132,0,0,0,0,0,2.11716103606701,0.67944454620123,0,0,0,0,0,0,0.232885250194043,0,0,0
"harsh",0.0160456598346586,0,0,0,0,0,0,2.01498039474552,0.335474484632161,0,0,0,0.289871173705363,0,1.09407825513642,0,0,0,2.22337159206268,0,0,0.928125191694596,0,0,0,0,0,1.653215227443,0.312636020948619,0,0,0,0,1.34090577274585,1.52792561998714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828100789928597,0,0,0,0,0,0,0,0.99307033125624
"concrete",0,0,1.09456035113237,0.994224609779595,0,0.841541052478481,0,0,0,0,0,0,0,0,0,0,0,0,1.09372182172207,0,0,0,0,0.027085197084237,0,0,0,0,0.534697130082824,0,0,0,0,0,0,0,0.0460777501003641,0,0,0,0,0,1.57270550303033,0,0,1.29817023708351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"complicated",0.311339195943457,0,0,0,0,0,0,2.03082270492492,1.0334038570052,0,0,0,0,0,0,0,0,0,0.496130717374802,0.0744773985896394,0,0.626825034077858,0,0,0,0,0,1.15470383523744,1.18931781692208,0,0,0,0,0,1.89112540466611,0,0,0,0,1.3714734610101,0,0,0.529313869721586,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8592905568652,0,1.29945510090931,0,0,0,2.51178245836901,0,1.23253334696433
"alleged",0,0,0,0.482078953608163,0,2.80261393161592,0,0,0,0.486252728788935,0,0.308469516352379,0.605227998815489,0.683313136813498,0,1.36254133418792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59334255587648,0,0,0,0,1.33137395367936,0,0,0,0,3.14993878707105,0,0,0,0.165849789283362,0,0,1.09587228752278,0,0,0,0,0,0,0,0,0,1.23945803776788,0,0,0,2.18249135779112,0
"progressive",0,0,0,0,0.913167349447493,0.49721831747322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456607989696436,0,0.256565780604698,0.0417369008084776,0,0,0,0,0,0.177361494270069,0,0,0,0,0,0.00293100836540779,0,1.09395573546101,0.399701798238494,0,0,0,0,0,0,0,0,0.0473734982639378,0,0,1.34785061563704,0,0,0.552655419685979,0,0,0,0,0,0.454926455428303,1.28032274901451,0,0.59865751939357,0,1.16622884887403,0
"waiting",0,0,1.19281599056401,1.31884982048984,0,1.71394207237223,0.258048865519696,0,0,0,0,2.0378275090582,1.0060356091293,3.15277957439387,0,0.704776023219687,0,0.227374985671663,0.126329592196058,0,0,0,1.24321764970105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279369308002839,0.696559093495897,0,0,0,0,0,0,0.585259865786581,0,0,0,0,0,0,0,0,0,0,1.04450582703079,0,0.651652474672723,0,0,0,0,0,0,0
"fierce",0.0966372336745518,0.202857676406026,0,0,0,0,0,1.34153869870983,0.731945804192239,0,1.33739411816617,0,0.399713817221591,0,1.30893917282134,0,0,0,0,0,0,0,0,1.38396289376238,0,0,0,0.960049853113714,0,0,0,0,0,1.16506971350399,0.224003870040666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901562804011831,0.0171161533970649,0,0,1.26564215209229,0,0,0,0,0,0.847825651826947,0,1.22953870346385
"tropical",0,0,0,0.486633274004437,0,1.40230168271593,0,0,0,0,1.74240015175008,0,0,0,0.98007299432069,0,0.439503696780665,0.351860987458627,0.820357793001063,0,0,0.68255505975472,0,0,0,1.67939747136573,0,0,0,2.54408822902924,0,0,0,0,0,0,2.03411352579692,1.16406605308186,0,0,0,1.14617826213753,0,0,0,0,0.0882416030947813,0.75528093844222,0,0,0,0,2.19962151943809,0,0,0,0,0,0,2.05266695108684,0,0,0,2.65443554076429,0
"delighted",0,0.515113545623416,1.20771489685095,0,0,0,0,0,0.379842700642229,0,0,0,1.35987887907334,1.02089205454092,1.24626535308619,1.99743082534285,0,0,0,0.700032882006065,0,0,0,1.64949873333788,0,0,0,0.222778135792663,0,1.33412229264382,3.853100560716,0,0,0,0,0.460478865578212,0,0,0,2.56206491161982,0,0,0,0,0,0,2.51358875585977,0,0,0,0,0,2.36572095541646,2.50132371183179,0,0,0,0,0,0,0,0,0.0261314227249722,0,0
"occupational",0,1.59941563301972,0,1.1733606778845,0,1.96340428716915,0,0,0,0,0,0,0,0,0,0.120179488050252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"related",0,0,0,1.68981539399522,0,0,0,0,0,0,0,0.48271359852244,0.837927131872698,0.267453532729179,0.700225124642554,2.18032069993831,0.42945941976606,0.542019957197032,0,0.0602639120723013,0,0.596919138526073,0,0,0,1.27530768185215,0,0,0,0,0,1.63137484094627,0,0,1.89904294604929,0,1.22028059655703,0.702490329346712,1.15120092038487,0,0.053258903064934,0,0.806207599407964,0.212786686874149,0.144199937815314,0,0,1.83743445793167,2.33900585966699,2.11468041616835,1.75734909467724,0,4.95964534643519,0,1.51933222471421,0,0,0,0.476609127486805,3.49696350526351,0,1.03581858008474,0,0.164040553166588,0
"mild",0.589941848444579,0,0,0,0,0,0,1.44187813418335,0.591539897793762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73610284094483,0,0,0.555466382167505,1.66936517767645,0,0,0,0,0.41169207202515,0,0,0.770801702143868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377208164294889,0,0,0,0,0,0,0,0,0,0,0,0
"chronic",0,0.171944929563161,0,0.602662729643445,0.148346687419985,2.28656829809434,0,0,0,0,0.267704135192995,0,0,0,1.68789057754002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"splendid",0,0.341378766527847,0,0,0.814261567110015,0,0,1.8264913194587,0.248027414838823,0,0,0,1.3023981132925,3.29360727601913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95412602725593,0,0,0,0,1.97322042073199,0,0,0,0,0,0,0,0,0,0,1.23869097132721,0,0,0,0,0,1.53852448585611,1.81734354391007,0,0,0,0,0,0,0,0,0,0,0
"systematic",0,0.638863585268069,0.0850154096540377,0,0,0.40381865178992,0,0.141640598424385,0,0,0.299674202359225,0,0.643675670493452,0,0,0,0,0,2.45957220073917,0.758656572747107,0,0,0,0,0,0,0,0,0.662204879748693,0,0,0,0,0,0.298093237165826,0,0,0.0762782750061438,0,0,0,0.954981234636756,1.72098754511533,0,0,0,0.997980678513059,0.607780133089294,0,0,0,0,0,0,0.724763638283743,0,0,0,0,0,0,0,0.26452627407449,0,0
"handsome",0.786319200711142,0,0,0,0,0,0,1.1144246567324,0.717370586702936,0,0,0,0,0,0,0,0,0.0367778251886109,0,0,0,0,0,0,0,0,0,0.704253128240312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682186974122211,0.591148889388617,0,0,0.62500813734077,0.472549588374274,0,0.1079190293707,0,0,0,0.339206120127041,1.79535334460107
"fascinating",0,0,0,0,0.997698169920725,0,0.45159030124017,0.450361249723849,0.949171177170414,0,0,0,0.928091471585867,0.566838650512537,0.351968907864224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783023366842441,2.1929401609908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312210787241417,1.67743017584054,0,0,0,0,0,0.56248303004628,3.35049617440797,0,0,0.292373503916952,0,0,0,0,0,0.518527902049025,0,0.882257596021393
"compulsory",0,0,0.0246374566872256,1.46842427330205,0,1.61159193401256,0,0,0,0,2.76936064044498,0.740967698231174,1.61424830801567,0,0.072657710612288,0,0.665340358221323,0,0,0,0,0,0,0,0,1.11433717457713,0,0,0,0,1.54386142939077,1.03203948960875,0,0,0,0,0,1.73057929666326,0,0,0,0,0,0,0,0,0,1.44648771950088,0,0,0,0,0,0,0.699809006721395,0,0,0,0.76436314330557,0,0,0,0,0,0
"ideological",0,0,1.16481034358597,0.353581872640868,0,0.806738699306097,0,0,0,2.06799418683759,0.108079291188389,0,1.01402578818917,0.80714301472308,0,1.30416374319471,0,0,0.839987441185178,1.77739364830762,0,0,0,0,0,1.94110344556781,0.420957787898733,0,0,0,0,1.75234240870627,0,0,0,0,0.338997113301716,2.76603519080679,0,0,0,4.45514755244731,0,0,0,1.86650705009426,1.69566956899256,2.17317863623076,0,1.34353587004384,0,0,0,0,0,0,0,0.0839595866488228,0,2.20986767099519,0,2.4867337579468,0,2.09647042787269,0
"payable",0,0,0,1.30344566453223,0,0,0,0,0,0.0590335869058367,0,3.85525115656585,0,0,0,1.15423343532662,0,0,0,0,2.18524368899297,0,0,0,0,0,0.472875860709727,0,0,0,0,2.16286335686683,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8158819193231,0,2.35330755112034,0,0,0,0,0,0,1.79995888606628,3.15495099210889,0,0,0,0,0,0,0,0,0
"elected",0,0,0,1.46798350207906,0,0.133594768917438,0,0,0,0,0.168714487920796,2.73544709078057,1.74907810486881,0.718347337088287,0,0.0784642942359854,0.845838160723588,0,0,0,1.73753957139756,0,0,0,0,1.20950630074951,0,0,1.08753817426095,0,0,2.0226402984452,0,0,0,0,0.0700907688500293,0.470805745075787,0,0,0,0,0,0,1.73704458398379,2.79035592534046,0,0,0.591464896979176,0.946107420765396,0,0,0,0,2.77536603292127,2.3904099901617,0,0,0.556947894280769,0,0,0,0,0,0
"estimated",0,0,0,0.679243001514448,0,0.130426592640187,0,0,0,0.0939933456239974,0,1.50480928036717,0.31401332393964,1.747202659598,0,0,0,0.805213423683568,0,1.14054336782759,0.331542487635969,0,0.297649148640098,0,0,0.140925303645287,0,0,0.325188591751586,0,0,3.14261347422915,1.20178995405645,0,0,0.351989007391683,0,0.118928031138492,6.33007049732481,0,3.56008197930044,0,0.0640832530764083,5.97090769704811,0,0,0.931491378948841,0,0,2.78572354561694,3.61376123875662,0,2.45945095983112,0,3.05753538213553,0.117191975824256,0,0.376608339648326,0,1.72627826749329,0,0,0,0,0
"continental",0,0,0,1.26920801390798,0.0482076500991524,1.37291907755163,0,0,0.319853575187732,0,0.335913518164228,0,0.32099631956882,0,0.456272747368741,0,0,0,0.045092649105108,0,0,0,0,0,0,1.21949355740215,0,0,0,0,0,0.0668572115986018,0,0,0,0,1.02463356598227,0.803680143476505,0,0,0.866770295404972,1.16866985900099,0,0,0,0,0,1.28351003921932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35153730438146,0
"operational",0,0,0,0.140098282172759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29999480322665,0,0,0.0575563464985146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01176926997275,0,0,0,0,0,0,0,0,0,0,0,0,1.59437260709708,0,0,0,0,0,0,0,0,0,0
"parallel",0,0,0,0,0,0.418039136915675,0,0,0,0,2.3504935998001,0,0.291907853880945,0,0,0,3.34254663304179,3.16040066076976,0,1.88824940896269,1.02757192545205,0,0,0.250606256293629,0,1.23575356311254,0.14751136430201,0,0,0,0,0.424012746410437,0,0,1.27455944552538,1.75065571701768,0.356893124802171,2.70190969064341,3.73320893709446,0,4.60909047243906,0.044464888453647,0,4.8598256652837,0,0,0,1.56006763792457,4.03259243596452,1.80124882484499,0,0,0,0,1.71949996314144,0,0,0,0,0.669544084353676,0,0,0,0,0
"opposed",0,0,1.75690044390506,0,0,0,0,0,0,0,0,1.61040527663738,1.19250844490972,0.787472676970993,0,2.28157370907579,0,1.06737412416901,0,0,0,0,0,1.92504924791719,0,2.06166709275983,1.72504503221091,0,0,2.98998468554062,1.94957348657986,0,1.94388013349789,0,1.04753363477714,0,0.272183552732422,1.55820991883137,1.83599471650175,2.13660110198646,0,0,0,0,0,2.7345123438107,1.63298705601089,1.73027707776431,0.0369108417613244,1.89264410996095,0,0,1.71550672072228,3.56167371583381,0.253457836283514,0,0.273114223766634,0,0,0.430964999928977,0,4.65087979956831,0,2.12609461195338,0
"hostile",0,0,0,0,0,0,0,1.22153769877106,0.475860572334963,0,0.622344125344602,0.61376547270302,0.738105099428416,0,0.260628830118541,1.33678147798919,0,0,0,0,0,0.515705574656328,0,0,0,2.09676418769671,0.472797343382978,1.55111837053733,0.132801552104936,0.148260902441775,0,0,0,0,1.65561791823017,0,0.427485410220644,1.84794576555333,0,0,0,0,0.250321324247521,0,0,0.496206659944102,0.967504916463023,0,0,0.397904312559703,0,1.55312506163795,2.71045822459924,2.30073552907855,0,0,0.408576070149265,0,0,2.89017369669598,0,2.95887643798199,0.541210682991669,3.19336297645863,0.954225388308415
"technological",0,1.25654331598783,0.871461261907654,0.262236939354062,0,1.65953482502587,0,0,0,0.917271166891079,0,0,0,0.0891178148443089,0.859331779955204,0,0,0,0.821854668454583,2.15442850453892,0,0,0,0,0,0.702156554861101,0,0,0,0,0,0.957722162813098,0,0,0,0,0,1.073443549447,0,0,0,3.54217632905359,0,0,0,0,0,1.38157805405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682165104040671,0,0,0
"peaceful",0.310569116807532,0,0,0,0,0,0,0.343723169732493,0.0417611466810279,0,0,0,0.0454753662970569,0,0,0,0,0,0,0,0,0,0,0,1.92310526020052,2.64720979304991,1.37864688291332,0,0.189977430408674,0.234458176080068,0,0,0,0,0,0.737810302975267,1.2625192170231,1.01245095280772,0,0,0,1.86976882191286,0,0,0,0.897883117141025,0,0.683419712182823,0,0,0,0,0.474955502072828,1.14641368657797,0,0,0,0,0,0,0,0.171652296778601,0,0,0.870975385650448
"accounting",0,0,0,0.957334074072272,0,1.40462313271398,0,0,0,1.70054930522769,0,0,0,4.33716763480403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262930637551247,0,0,0,0,0,0,0.294843149973366,0,0,0.720717188192974,0,0,0,0,0,0,0,0,0,0,0,0,0.664551904350979,0,0,0,0,0,0,0,0,0,0
"horrible",0,1.41510990243628,0,0,0.340924742967351,0,0.964779737409729,0.298543597292785,0,0,0,0,0.428484393527681,1.25607767947432,0,0,0,0,0,0,0,0,0,0.0731990080069152,0,0,0,0,0,0,2.61349944077753,0,0,0.831566495866904,0,0.386924315935285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95178961960717,1.01333702712117,2.32279657974819,0,0,0.188366221561352,0,0,0.298694352061463,0,0,0,0,1.11103750823019
