45439
10838
8415
1205
52559
1090
21648
53210
4085
12428
2084
34211
9736
1615
388
2154
12511
603
7174
41614
51448
30925
6797
23653
10435
39710
514
744
24399
4889
10520
9768
71033
77955
4927
1028
6247
10000
35616
32242
1538
28593
6226
3970
412
48108
510
148740
30612
3891
1028
657
13076
4928
5180
1656
14440
9059
1607
2751
172841
20208
3046
31914
67213
6766
67469
15170
4459
138776
16954
30
1270
6714
994
246
2233
23264
1039
23778
14130
27157
75837
4040
7027
103522
28103
1240
100609
32169
32
963
275
879
3770
758
5752
12617
17315
14382
7116
13131
31534
27102
665
39246
2042
4445
823
1654
8187
3493
11515
5913
9628
53106
15376
41141
9691
24
209
3607
1641
6883
1198
24257
9565
11850
2192
5760
15738
38574
268
11742
31766
1386
20175
19044
10776
21369
2122
33284
1555
4069
6982
6778
2076
48753
34859
25230
3559
2952
1859
3486
1806
4111
10742
1409
11241
10259
161
2492
9370
582
5091
56691
18113
24540
