118,10
58,21
17,6
12,21
125,25
6,30
78,23
55,28
54,30
36,28
130,38
137,14
11,14
49,31
151,23
147,25
86,28
55,14
37,38
125,38
98,14
165,41
156,21
12,2
11,41
105,10
19,21
113,21
118,2
86,6
136,40
22,41
37,35
54,21
11,40
151,6
156,28
43,14
162,21
130,30
158,10
151,30
78,25
77,23
148,10
157,23
113,30
134,25
54,35
6,40
142,2
134,10
1,6
29,14
4,6
11,28
58,28
29,41
36,14
105,21
118,35
46,6
71,30
2,6
136,25
22,21
157,14
118,30
58,10
37,14
113,10
156,41
147,6
136,21
147,41
72,41
156,38
11,31
142,10
32,28
98,40
157,41
77,28
106,21
105,23
147,14
22,23
55,41
155,6
6,6
1,14
155,35
162,25
71,38
86,31
77,35
158,41
1,28
78,30
43,25
106,40
19,23
89,28
58,31
71,23
118,23
11,2
105,31
137,21
136,14
159,38
162,35
159,31
159,6
157,35
37,2
17,23
162,23
148,2
77,21
37,30
49,14
73,30
155,14
43,2
29,40
136,31
148,21
11,25
105,28
2,23
54,38
71,25
55,6
58,40
89,38
147,38
165,35
72,10
17,31
2,10
165,10
130,31
98,10
78,41
37,40
43,23
165,2
73,38
1,41
29,21
54,25
19,41
98,30
147,35
77,6
134,40
73,28
36,35
137,30
17,21
15,6
43,38
136,30
1,40
36,25
15,21
105,25
11,38
151,21
72,38
71,14
148,41
98,35
15,38
11,35
136,6
19,35
155,10
72,25
17,2
1,38
32,41
125,23
73,35
73,10
55,38
98,31
142,40
37,28
1,10
43,30
158,21
157,25
46,41
72,23
50,23
49,2
4,23
2,25
106,10
142,6
50,40
37,21
142,35
165,21
89,31
86,14
46,23
130,21
118,40
71,41
147,30
162,40
157,2
19,28
19,31
50,21
29,35
106,30
71,35
1,35
12,6
32,14
89,10
134,21
54,2
73,6
73,41
147,31
158,25
46,31
89,6
11,23
2,40
130,2
78,14
106,35
137,10
49,40
148,28
22,38
12,38
49,10
134,28
157,38
148,35
71,21
4,38
159,40
157,28
32,35
159,25
22,40
29,28
29,38
17,25
142,28
148,40
159,35
72,35
162,6
2,35
6,25
54,10
55,23
159,10
6,28
77,40
105,14
4,31
50,31
98,41
32,30
151,41
158,28
72,30
50,35
22,10
49,21
134,38
142,14
50,25
136,10
4,14
136,41
6,10
113,41
32,6
155,30
50,28
4,30
73,40
11,21
105,6
86,40
137,40
4,35
49,38
17,41
19,40
46,25
136,35
15,30
165,31
151,10
22,28
105,38
50,38
137,2
162,10
72,21
148,31
105,41
36,21
78,40
11,10
134,23
151,40
118,6
73,25
130,25
155,38
19,14
159,30
37,31
165,28
113,23
142,38
142,21
37,6
159,23
49,35
156,23
37,41
37,23
156,31
130,23
36,40
118,38
162,31
106,25
19,30
50,41
106,41
158,30
36,30
155,25
158,31
156,40
12,40
158,38
54,28
86,25
55,10
29,23
19,25
73,14
125,31
165,23
155,40
12,25
158,23
134,35
32,21
12,14
157,30
55,25
36,2
6,21
22,2
113,2
86,41
162,28
125,14
125,6
130,40
6,41
156,30
29,2
46,2
155,2
46,35
72,6
15,2
4,28
43,31
86,10
15,25
11,6
22,30
6,35
155,23
148,6
77,31
6,14
130,41
155,28
32,23
118,31
89,30
55,21
77,14
118,14
148,38
29,10
134,2
130,10
147,28
15,10
157,40
105,30
165,14
125,41
49,41
147,21
19,6
58,6
17,28
29,30
137,28
125,2
89,40
72,28
98,21
32,31
134,30
89,21
151,2
151,25
142,31
165,25
36,6
157,10
2,38
98,28
22,6
86,21
12,10
58,41
17,10
2,41
136,38
125,30
158,2
78,10
137,35
32,40
46,38
151,38
50,6
72,2
134,6
113,25
6,23
162,41
72,40
157,6
1,21
151,31
86,23
142,30
6,38
105,35
17,38
130,35
159,41
155,41
2,14
137,25
98,2
32,25
151,14
71,31
89,14
1,25
78,31
155,31
2,21
113,35
147,10
73,31
78,38
113,28
148,23
125,28
98,6
55,2
113,6
151,35
106,31
15,41
89,23
46,10
89,25
86,38
137,31
55,30
36,23
136,2
165,40
148,14
106,2
43,35
73,2
12,41
4,41
36,41
6,2
118,28
73,21
12,31
105,2
43,28
130,14
98,25
162,30
137,23
46,30
78,2
148,25
156,14
148,30
106,38
15,31
165,6
22,31
43,40
17,35
36,10
72,31
106,23
12,35
55,35
118,21
36,31
71,2
29,25
158,40
46,21
19,2
118,41
2,30
142,41
156,10
147,2
89,2
43,10
137,41
32,2
159,21
46,14
50,30
12,30
54,14
159,14
17,30
77,30
165,30
17,14
2,28
113,40
15,40
58,38
157,21
77,10
118,25
159,2
37,25
162,14
4,40
55,31
113,31
17,40
155,21
156,35
147,23
43,41
147,40
43,6
46,28
36,38
15,35
125,35
130,6
113,38
49,23
32,38
32,10
37,10
125,40
162,38
162,2
134,14
22,35
71,6
22,14
1,23
15,23
11,30
106,14
54,40
77,38
89,41
134,31
71,28
6,31
19,38
73,23
86,30
15,14
158,35
4,2
4,21
77,2
77,41
58,25
106,28
19,10
1,31
54,31
50,2
58,14
43,21
136,28
58,2
54,23
58,23
125,21
1,2
98,23
89,35
29,31
12,23
142,23
151,28
78,28
72,14
156,2
49,6
2,2
49,25
105,40
58,30
22,25
125,10
71,10
49,28
158,6
71,40
156,6
78,6
12,28
130,28
156,25
4,25
50,14
78,21
134,41
54,6
137,38
58,35
136,23
77,25
86,2
49,30
159,28
113,14
142,25
46,40
15,28
2,31
86,35
78,35
4,10
29,6
165,38
55,40
157,31
158,14
98,38
54,41
137,6
1,30
106,6
50,10
