2, 8, 42, 0, 708, 6, 6, 11, 6, 11, 7, 59, 5, 0, 2, 79, 6, 1792, 2, 12, 113, 6, 1, 29, 38, 0, 9, 13, 0, 98, 33, 429, 29, 0, 2, 4, 0, 3, 1, 154, 208, 1
21, 42, 14, 19, 2, 117, 0, 171, 20, 86, 107, 14, 0, 5, 0, 3, 136, 89, 13, 16, 104, 21, 12, 9, 23, 0, 14, 189, 1, 111, 3, 57, 4, 7, 11, 9, 1, 34, 1, 265, 21, 12
5, 49, 12, 1, 1, 36, 5, 299, 12, 1, 8, 26, 0, 0, 0, 22, 47, 95, 1, 0, 33, 0, 0, 2, 168, 0, 0, 3, 1, 73, 5, 86, 0, 1, 0, 3, 2, 78, 5, 211, 19, 30
1, 0, 5, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 49, 2, 1, 0, 5, 0, 7, 1, 8, 1, 0, 0, 0, 0, 1, 0, 4, 4, 3, 1, 0, 0, 2, 0, 2, 1, 1, 5, 0
3, 8, 46, 0, 5, 13, 0, 6, 7, 1, 5, 39, 0, 1, 0, 5, 2, 90, 0, 32, 189, 12, 3, 21, 1, 0, 4, 7, 0, 8, 6, 56, 13, 1, 5, 4, 0, 3, 3, 49, 143, 2
1, 0, 2, 0, 20, 5, 0, 0, 1, 0, 0, 56, 0, 3, 1, 3, 0, 20, 1, 0, 11, 2, 0, 0, 3, 0, 0, 0, 0, 7, 4, 8, 0, 0, 0, 0, 0, 2, 0, 10, 12, 1
0, 23, 16, 0, 53, 38, 1, 14, 3, 32, 1, 1183, 1, 0, 0, 21, 14, 50, 3, 0, 427, 1, 2, 6, 87, 0, 3, 30, 0, 153, 2, 127, 1, 0, 4, 12, 5, 42, 1, 1063, 3605, 3
44, 8, 212, 0, 0, 13, 2, 57, 35, 138, 28, 0, 0, 174, 0, 13, 0, 3206, 72, 66, 174, 240, 1, 6, 4, 1, 0, 1238, 3, 224, 39, 3110, 18, 0, 10, 7, 8, 14, 1, 3812, 59, 2
6, 6, 5, 0, 0, 0, 0, 0, 1, 8, 76, 0, 0, 0, 0, 1, 0, 10, 9, 1, 63, 2, 0, 2, 2, 0, 1, 187, 0, 24, 20, 75, 0, 0, 1, 0, 0, 0, 1, 523, 1, 0
4, 181, 51, 0, 1, 0, 0, 0, 3, 38, 2, 2, 0, 0, 0, 6, 1, 261, 110, 2, 40, 11, 0, 1, 28, 3, 0, 5, 5, 150, 11, 279, 4, 0, 4, 3, 0, 18, 9, 736, 8, 0
1, 3, 5, 0, 1, 2, 0, 0, 1, 0, 0, 1, 1, 0, 3, 2, 1, 26, 0, 2, 25, 8, 0, 2, 1, 0, 0, 4, 0, 5, 4, 22, 2, 1, 121, 0, 2, 2, 0, 1, 0, 0
67, 1, 226, 0, 66, 3, 0, 0, 2, 46, 104, 0, 0, 19, 0, 13, 0, 307, 19, 10, 37, 177, 0, 2, 3, 0, 5, 1305, 0, 125, 19, 2395, 15, 8, 5, 2, 2, 0, 0, 4448, 26, 0
38, 8, 179, 0, 2, 27, 0, 58, 6, 5, 3, 2, 0, 76, 0, 1, 0, 16, 0, 739, 21, 71, 0, 12, 0, 0, 3, 19, 3, 11, 0, 46, 3, 0, 10, 2, 3, 24, 4, 173, 8, 1
4, 0, 22, 0, 0, 4, 0, 3, 2, 1, 0, 0, 1, 7, 0, 0, 2, 12, 0, 25, 8, 5, 0, 0, 6, 0, 0, 42, 1, 2, 2, 21, 0, 0, 20, 0, 0, 1, 0, 44, 12, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 11, 1, 2, 2, 0, 0, 0, 0, 0, 0, 10, 0, 5, 3, 5, 2, 0, 6, 10, 0, 0, 0, 33, 1, 0
0, 35, 7, 0, 0, 3, 0, 0, 2, 1, 3, 0, 0, 0, 0, 2, 0, 27, 1, 7, 21, 8, 1, 0, 0, 0, 1, 4, 0, 2, 2, 13, 1, 0, 0, 1, 0, 0, 1, 69, 4, 0
19, 441, 2747, 0, 0, 30, 0, 52, 10, 1, 295, 5, 0, 0, 0, 24, 2, 60, 0, 1, 334, 115, 0, 5, 0, 7, 2, 172, 0, 265, 7, 29, 1, 0, 2, 11, 1, 4, 11, 57, 11, 1
2, 0, 4, 0, 7, 0, 0, 2, 1, 4, 4, 0, 0, 0, 0, 0, 1, 15, 2, 7, 12, 2, 0, 0, 4, 0, 0, 5, 0, 9, 1, 1, 0, 0, 0, 2, 1, 1, 0, 41, 1, 1
4, 21, 45, 0, 0, 110, 0, 26, 12, 28, 43, 6, 1, 0, 1, 3, 1, 575, 1, 9, 32, 20, 1, 1, 41, 0, 0, 81, 0, 21, 15, 115, 2, 3, 4, 4, 115, 41, 2, 359, 68, 0
14, 440, 67, 0, 4, 226, 1, 653, 98, 52, 340, 29, 0, 1, 4, 33, 0, 140, 11, 50, 513, 42, 1, 13, 573, 2, 10, 1728, 0, 1153, 49, 265, 16, 1, 4, 14, 0, 61, 20, 5244, 157, 16
174, 5, 76, 0, 9, 92, 1, 52, 12, 482, 343, 17, 0, 1, 0, 10, 3, 354, 32, 8, 105, 61, 7, 15, 2, 0, 4, 1417, 0, 248, 29, 636, 27, 3, 14, 20, 0, 7, 0, 6053, 101, 1
5, 7, 97, 0, 9, 135, 0, 66, 6, 1, 13, 36, 0, 12, 6, 0, 1, 77, 1, 53, 63, 57, 54, 52, 2, 0, 1, 10, 0, 6, 2, 23, 18, 1, 65, 4, 0, 22, 0, 82, 147, 0
0, 4, 14, 1, 8, 21, 0, 1, 5, 113, 11, 0, 0, 1, 0, 2, 0, 159, 3, 7, 27, 11, 0, 0, 1, 0, 0, 82, 0, 48, 21, 176, 0, 0, 7, 14, 4, 7, 4, 737, 4, 0
24, 2, 91, 0, 0, 2, 0, 4, 8, 52, 636, 0, 1, 0, 0, 16, 1, 35, 7, 6, 380, 51, 0, 4, 2, 0, 0, 158, 0, 268, 38, 29, 2, 2, 20, 21, 0, 1, 1, 707, 35, 2
18, 10, 530, 1, 12, 4, 0, 3, 4, 1, 59, 6, 0, 17, 11, 19, 0, 91, 10, 21, 74, 577, 9, 6, 3, 0, 0, 42, 0, 45, 12, 30, 7, 2, 3, 3, 2, 8, 3, 66, 16, 0
80, 10, 13, 0, 4, 3, 6, 7, 4, 279, 8, 1, 123, 1, 0, 19, 31, 50, 6, 154, 612, 14, 0, 22, 0, 0, 7, 40, 6, 161, 30, 786, 3, 0, 19, 148, 0, 15, 0, 3353, 39, 0
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 103, 3, 0
7, 1, 5, 0, 0, 1, 0, 1, 0, 1, 6, 1, 0, 0, 0, 1, 1, 9, 0, 6, 24, 7, 0, 0, 0, 0, 0, 2, 0, 3, 2, 2, 1, 0, 0, 1, 0, 1, 1, 26, 1, 0
5, 9, 58, 0, 0, 5, 2, 1, 2, 581, 20, 0, 0, 1, 0, 3, 134, 160, 53, 2, 282, 18, 0, 0, 0, 10, 3, 83, 0, 84, 25, 247, 2, 0, 34, 27, 2, 0, 5, 2293, 16, 0
7, 4, 54, 0, 1, 51, 0, 2, 0, 28, 23, 3, 0, 3, 0, 2, 1, 53, 5, 29, 31, 34, 1, 1, 1, 0, 0, 55, 0, 56, 36, 128, 0, 0, 17, 25, 0, 30, 2, 558, 7, 0
27, 38, 122, 0, 0, 65, 0, 25, 8, 4, 0, 2, 0, 40, 0, 13, 0, 57, 0, 53, 77, 135, 2, 0, 0, 2, 1, 80, 0, 54, 48, 211, 16, 1, 2, 1, 8, 25, 1, 41, 62, 1
14, 0, 19, 0, 11, 0, 4, 0, 9, 43, 36, 0, 0, 3, 0, 4, 1, 985, 29, 6, 23, 40, 2, 0, 0, 1, 0, 150, 0, 37, 11, 122, 0, 0, 1, 4, 0, 0, 0, 1124, 11, 0
25, 43, 39, 0, 8, 3455, 17, 2635, 3, 69, 13, 1, 26, 0, 0, 174, 3, 668, 14, 15, 3757, 2, 2, 13, 1, 0, 4, 48, 0, 2601, 207, 876, 24, 2, 2397, 990, 8, 2771, 112, 12838, 118, 153
10, 8, 92, 0, 2, 4, 97, 4, 10, 2574, 47, 1, 0, 0, 0, 9, 19, 2891, 243, 17, 1919, 45, 0, 20, 0, 0, 5, 267, 1, 324, 127, 782, 4, 0, 67, 168, 0, 2, 2, 14777, 53, 0
1, 4, 5, 0, 0, 2, 0, 4, 0, 5, 19, 1, 0, 0, 0, 0, 2, 104, 1, 3, 96, 1, 0, 1, 0, 0, 1, 24, 0, 21, 15, 17, 2, 0, 3, 10, 4, 1, 4, 309, 14, 0
0, 0, 5, 0, 0, 1, 0, 0, 1, 14, 0, 0, 0, 0, 0, 2, 0, 49, 16, 2, 2, 2, 0, 0, 0, 0, 0, 18, 0, 10, 10, 50, 0, 0, 5, 2, 0, 0, 0, 72, 4, 0
7, 2, 101, 0, 101, 206, 0, 10, 2, 67, 44, 12, 0, 3, 0, 12, 0, 60, 6, 65, 28, 55, 2, 2, 11, 0, 1, 55, 0, 44, 59, 27, 1, 0, 49, 32, 107, 17, 3, 353, 82, 0
36, 0, 76, 0, 0, 9, 0, 149, 1, 2, 0, 2, 1, 3, 0, 0, 0, 60, 1, 305, 113, 9, 76, 719, 1, 1, 2, 3, 8, 2, 13, 21, 3, 3, 17, 11, 0, 5, 0, 25, 37, 1
25, 2, 10, 2, 0, 0, 0, 15, 1, 38, 152, 1, 0, 2, 0, 6, 1, 72, 9, 3, 292, 3, 1, 1, 1, 0, 0, 159, 0, 101, 18, 159, 15, 2, 16, 10, 0, 1, 0, 2250, 175, 0
92, 4, 219, 0, 7, 4, 0, 15, 51, 113, 758, 0, 0, 1, 0, 35, 0, 156, 78, 6, 72, 58, 0, 3, 5, 1, 1, 954, 0, 275, 44, 543, 9, 2, 0, 16, 1, 4, 0, 2340, 52, 0
