aware,bad,basic,beautiful,big,central,close,cold,common,complete,concerned,dark,dead,deep,difficult,early,effective,essential,far,final,general,hard,heavy,hot,interesting,late,light,likely,little,modern,necessary,nice,obvious,original,poor,popular,positive,recent,serious,significant,similar,simple,sorry,specific,strong,successful,traditional,useful,whole,wide,young,
appropriate,certain,clear,considerable,different,easy,fine,free,full,good,happy,independent,natural,new,normal,open,possible,ready,real,responsible,right,sure,total,wrong,
direct,high,important,large,low,old,short,small,special,
great,long,


