appropriate,aware,bad,beautiful,certain,clear,close,cold,common,complete,concerned,dark,dead,different,direct,effective,free,full,good,great,happy,hard,high,important,independent,interesting,light,long,low,modern,natural,necessary,new,normal,obvious,old,open,original,positive,possible,ready,real,responsible,right,serious,short,significant,similar,simple,specific,successful,sure,traditional,useful,wrong,
big,deep,easy,far,fine,heavy,hot,large,little,nice,small,sorry,strong,wide,young,
basic,central,difficult,early,essential,final,general,late,likely,poor,popular,special,whole,
recent,
considerable,
total,
