bad,basic,beautiful,big,central,clear,close,cold,common,concerned,considerable,dark,deep,difficult,direct,early,easy,effective,far,fine,general,good,great,happy,hard,heavy,high,hot,important,interesting,large,late,light,likely,little,long,low,modern,nice,obvious,old,poor,popular,positive,real,recent,serious,short,significant,simple,small,sorry,special,specific,strong,successful,traditional,useful,wide,young,
appropriate,different,free,independent,natural,new,original,wrong,
certain,complete,dead,final,full,ready,total,whole,
aware,essential,necessary,open,possible,
normal,right,similar,sure,
responsible,
