bad,beautiful,big,clear,close,cold,common,concerned,dark,deep,different,difficult,early,easy,effective,far,fine,good,happy,hard,heavy,high,hot,important,interesting,large,late,light,likely,long,low,nice,obvious,old,poor,popular,positive,serious,short,significant,similar,simple,small,sorry,strong,successful,useful,young,
appropriate,aware,certain,complete,dead,essential,free,full,great,independent,modern,natural,necessary,new,normal,open,original,possible,ready,real,responsible,right,sure,wrong,
basic,central,direct,final,general,little,recent,special,specific,total,traditional,whole,wide,
considerable,
