bad,basic,beautiful,big,central,common,considerable,deep,difficult,easy,essential,far,final,general,great,heavy,hot,important,large,likely,little,low,nice,obvious,old,poor,popular,short,small,sorry,special,strong,traditional,whole,wide,
close,complete,dead,effective,free,full,good,happy,hard,high,interesting,modern,new,normal,open,original,positive,ready,real,right,serious,significant,simple,successful,useful,
appropriate,aware,certain,clear,cold,concerned,dark,different,direct,fine,independent,light,long,natural,necessary,possible,responsible,similar,specific,sure,wrong,young,
early,late,recent,total,

