bad,beautiful,clear,close,cold,common,concerned,dark,deep,different,difficult,early,easy,effective,fine,good,happy,hard,heavy,high,hot,important,interesting,large,light,long,low,nice,obvious,old,poor,positive,serious,short,simple,small,strong,successful,useful,
appropriate,aware,certain,complete,dead,essential,free,full,independent,modern,natural,necessary,new,normal,open,original,possible,ready,real,responsible,right,sure,wrong,
basic,big,central,direct,far,general,great,late,likely,little,popular,recent,significant,similar,sorry,special,specific,traditional,wide,young,
final,total,whole,
considerable,
