bad,basic,beautiful,big,central,clear,close,cold,common,concerned,considerable,dark,deep,difficult,direct,early,easy,effective,far,fine,general,good,great,happy,hard,heavy,high,hot,important,interesting,large,late,light,likely,little,long,low,nice,obvious,old,poor,popular,positive,real,recent,serious,short,significant,similar,simple,small,sorry,special,specific,strong,successful,sure,traditional,useful,wide,young,
appropriate,certain,complete,dead,different,final,full,modern,natural,new,normal,original,possible,ready,right,total,whole,wrong,
essential,free,necessary,
independent,open,responsible,
aware,
