appropriate,aware,bad,basic,beautiful,big,central,certain,clear,close,cold,common,complete,considerable,dark,dead,deep,difficult,direct,early,easy,essential,far,final,fine,free,full,general,good,great,happy,hard,heavy,high,hot,independent,interesting,large,late,light,likely,little,long,low,natural,necessary,new,nice,normal,obvious,old,open,original,poor,positive,possible,ready,real,recent,right,serious,short,similar,simple,small,sorry,special,specific,strong,sure,total,traditional,whole,wide,wrong,young,
concerned,different,effective,important,popular,responsible,significant,successful,useful,
modern,
