appropriate,aware,bad,basic,beautiful,big,central,close,cold,common,complete,concerned,considerable,dark,deep,difficult,early,essential,far,general,hard,heavy,hot,independent,interesting,light,likely,modern,necessary,nice,obvious,poor,positive,serious,significant,similar,simple,strong,successful,traditional,useful,wide,wrong,
certain,clear,different,easy,fine,free,full,good,happy,natural,new,normal,open,possible,ready,real,responsible,right,sure,
dead,effective,final,important,late,little,original,popular,recent,sorry,specific,whole,young,
direct,high,large,low,old,short,small,special,
great,long,
total,


