appropriate,aware,bad,basic,beautiful,big,central,certain,clear,close,cold,common,complete,concerned,dark,dead,deep,different,difficult,direct,early,easy,effective,essential,far,fine,free,full,general,good,great,happy,hard,heavy,high,hot,important,independent,interesting,large,late,light,little,long,low,modern,natural,necessary,new,nice,normal,obvious,old,open,original,poor,popular,positive,possible,ready,real,responsible,right,serious,short,significant,similar,simple,small,sorry,special,specific,strong,successful,sure,traditional,useful,wide,wrong,young,
final,
likely,
whole,
recent,
total,
considerable,
