bad,basic,beautiful,close,cold,common,concerned,considerable,difficult,early,easy,effective,good,happy,hard,heavy,high,hot,important,interesting,large,late,light,likely,little,low,nice,poor,popular,serious,short,significant,similar,simple,small,sorry,special,strong,successful,useful,wide,young,
appropriate,certain,complete,dead,different,final,full,modern,natural,new,normal,original,possible,ready,right,total,whole,wrong,
central,clear,dark,direct,fine,general,obvious,positive,real,recent,specific,sure,traditional,
big,deep,far,great,long,old,
independent,open,responsible,
essential,free,necessary,
aware,
