aware,bad,basic,beautiful,big,central,close,cold,common,complete,concerned,dark,dead,deep,difficult,early,effective,essential,far,final,general,hard,heavy,hot,important,interesting,large,late,light,likely,little,modern,necessary,nice,obvious,old,original,poor,popular,positive,recent,serious,short,significant,similar,simple,sorry,specific,strong,successful,traditional,useful,whole,wide,young,
appropriate,certain,clear,considerable,different,easy,fine,free,good,happy,independent,natural,new,normal,open,possible,ready,real,responsible,right,sure,total,wrong,
direct,full,great,high,long,low,small,special,


