able,appropriate,available,bad,basic,beautiful,big,black,blue,central,certain,civil,close,cold,common,concerned,considerable,current,dark,dead,deep,direct,early,economic,essential,existing,extra,far,final,financial,fine,following,foreign,future,general,great,green,happy,heavy,hot,human,independent,individual,industrial,international,last,late,left,legal,light,likely,little,local,main,major,medical,military,modern,national,natural,necessary,normal,obvious,old,only,original,other,particular,past,personal,physical,political,poor,positive,possible,present,previous,prime,private,professional,public,ready,real,recent,red,royal,serious,short,significant,single,social,sorry,special,specific,strong,top,total,traditional,various,white,whole,wide,working,wrong,young,
difficult,easy,hard,high,important,interesting,large,long,low,nice,popular,simple,small,useful,
aware,complete,due,effective,full,open,responsible,successful,
clear,right,similar,sure,
different,
free,
good,
new,
