basic,beautiful,big,close,cold,common,considerable,deep,far,good,great,hard,hot,interesting,little,long,nice,obvious,poor,short,simple,small,special
bad,dark,early,free,general,light,major,particular,positive,recent,serious,young,
black,blue,certain,current,green,late,new,real,red,sure,white,
difficult,easy,heavy,high,important,large,low,strong,successful,useful,wide,
civil,extra,future,human,individual,industrial,natural,other,previous,public,various,
central,complete,dead,final,full,left,prime,ready,single,top,total,
appropriate,available,clear,different,foreign,original,traditional,wrong,
 true,direct,independent,last,open,right,whole,
local,medical,national,personal,private,social,
aware,existing,fine,possible,present,working,
economic,financial,military,physical,political,
essential,happy,necessary,old,sorry,
international,main,past,royal,
following,normal,only,similar,
effective,likely,significant,specific,
concerned,due,responsible,
able,legal,
popular,
professional,
modern,
