able,available,bad,beautiful,blue,certain,clear,cold,common,concerned,dark,dead,different,direct,effective,fine,foreign,general,great,green,happy,hard,important,independent,interesting,left,legal,light,local,low,natural,necessary,obvious,old,original,other,personal,physical,political,positive,possible,private,professional,public,red,responsible,serious,short,significant,simple,single,specific,strong,successful,sure,traditional,useful,white,wrong,
basic,big,central,current,deep,difficult,early,easy,essential,far,final,heavy,hot,large,late,likely,little,major,nice,poor,popular,small,sorry,special,top,whole,wide,young,
appropriate,aware,black,close,complete,due,following,free,full,good,high,human,last,long,modern,new,normal,only,open,present,ready,real,right,similar,working,
civil,economic,extra,future,individual,industrial,international,military,national,past,social,
existing,financial,main,medical,royal,total,various,
considerable,particular,recent,
previous,
prime,
