basic,big,common,deep,difficult,early,easy,far,great,hard,heavy,high,hot,important,large,late,likely,little,long,low,nice,old,poor,popular,short,significant,small,sorry,special,strong,wide,young,
able,appropriate,black,certain,complete,dead,due,free,full,human,independent,left,light,modern,natural,new,normal,open,possible,present,ready,real,red,right,similar,white,working,
aware,bad,beautiful,clear,close,cold,concerned,dark,different,effective,fine,good,happy,interesting,necessary,obvious,original,positive,responsible,serious,simple,successful,sure,useful,wrong,
available,blue,central,civil,current,direct,economic,essential,foreign,general,green,individual,legal,local,military,personal,physical,political,private,professional,public,single,social,specific,traditional,
existing,extra,final,financial,following,future,industrial,international,last,main,major,medical,national,only,other,past,prime,royal,top,total,whole,
considerable,particular,previous,recent,various,
