able,appropriate,aware,bad,basic,beautiful,big,black,blue,central,civil,clear,close,cold,common,complete,considerable,current,dark,dead,deep,different,difficult,direct,due,early,easy,essential,existing,extra,far,financial,fine,following,foreign,free,full,future,general,good,great,green,happy,hard,heavy,high,hot,human,important,independent,individual,industrial,interesting,international,large,last,late,left,legal,light,likely,little,local,long,low,main,major,medical,national,natural,necessary,new,nice,normal,obvious,old,only,open,other,particular,past,personal,poor,popular,positive,possible,previous,prime,private,public,ready,real,recent,red,responsible,right,royal,serious,short,similar,simple,small,social,sorry,special,specific,strong,sure,top,traditional,useful,various,white,whole,wide,working,wrong,young,
available,effective,final,original,professional,significant,successful,
economic,military,physical,political,
certain,present,single,
total,
concerned,
modern,
