able,appropriate,available,aware,bad,basic,beautiful,big,black,blue,central,certain,civil,clear,close,cold,common,concerned,considerable,current,dark,dead,deep,direct,early,easy,economic,effective,essential,existing,extra,far,final,financial,fine,following,foreign,free,future,general,great,green,happy,heavy,hot,human,independent,individual,industrial,interesting,international,large,last,late,left,legal,light,likely,little,local,long,low,main,major,medical,military,modern,national,natural,necessary,nice,normal,obvious,old,only,original,other,particular,past,personal,physical,political,poor,positive,possible,present,previous,prime,private,professional,public,ready,real,recent,red,royal,serious,short,significant,similar,simple,single,small,social,sorry,special,specific,strong,sure,top,traditional,useful,various,white,whole,wide,working,wrong,young,
difficult,good,hard,high,important,popular,successful,
complete,due,full,open,responsible,right,total,
different,
new,
