appropriate,available,aware,bad,basic,beautiful,blue,central,civil,clear,close,cold,common,complete,concerned,considerable,current,dark,dead,deep,different,difficult,direct,due,early,effective,essential,existing,extra,far,final,financial,fine,following,full,future,general,good,great,green,happy,heavy,human,important,individual,industrial,interesting,international,large,last,late,left,legal,light,little,main,major,medical,military,national,natural,necessary,new,nice,normal,obvious,only,particular,past,poor,popular,positive,present,previous,prime,professional,public,ready,real,recent,red,right,royal,serious,short,significant,simple,single,small,social,sorry,special,specific,strong,sure,top,total,traditional,useful,various,whole,wide,
certain,easy,high,long,low,open,other,possible,successful,working,wrong,
economic,free,local,personal,physical,political,private,responsible,
big,black,hard,hot,white,young,
able,foreign,independent,likely,old,original,
similar,
modern,
