"","very","how","much","all","most","about","really","rather","quite","right","almost","actually","indeed","simply","especially","clearly","nearly","exactly","little","highly","fully","slightly","hardly","completely","relatively","largely","entirely","extremely","fairly","totally","absolutely","partly","widely","pretty","somewhat","perfectly","mostly","essentially","precisely","greatly","approximately","purely","sufficiently","roughly","barely","wholly","thoroughly","strictly","substantially","broadly","differently","fucking","positively","utterly","partially","half","terribly","dead","technically","vaguely","halfway","fundamentally","enormously","distinctly","incredibly"
"grey",-0.940600684240296,-1.0502454399221,0.750725995599799,0.190347892050607,-3.20269881153386,0.369271096075717,-1.54939688030414,1.03652561254255,-0.560787837074088,-0.00977487105951319,0.400272318106982,0.169113618219878,-0.56705967581617,0.0685541827278384,-0.976445330249811,-1.74832778772025,-0.83712515123757,0,3.0443453383282,0,-2.31827755322063,1.69447197484168,0,0.135901995171086,-2.76716459799964,0.00926040772964637,-0.141501834279479,-2.28128768674372,-1.34106040875501,-0.239286728473162,-2.13833920927909,0.0795889582776345,0,-0.0237782096422666,0.453003704351907,-1.31820307015746,1.52617213357549,-0.403290299342535,0,0,0,0,0,0,0,-0.287618531656285,0,0,0,0,0,-1.54720345986844,0.13777493180435,0,-0.294449947982758,1.31568600314816,-0.575721698593874,1.85953850492765,0,0,0,0,0,1.6317893674277,-2.04442687944717
"first",1.08818244779018,-2.0998754516206,-1.54553279345471,-0.242153360146951,-1.42088112572846,0.0200578871675488,-2.22370569092969,-2.53920737822054,-4.06985705798307,1.39387410843791,-2.17730025830177,-0.206977259448837,-0.687941314596994,-1.77676000702455,-0.704414807158905,-1.57260073667767,-2.14468910479048,-1.6677367166127,-0.753843581604664,-5.62258865482117,-3.2452225681838,-3.07174778680298,-2.55730950345182,-2.91198063780054,-5.94197596234257,-2.47521069253536,-3.25019808126748,-5.2486031121438,-5.27829127495711,-3.22098833150293,-0.308142486679887,-3.29102747915645,-5.32269725176354,-4.09628201902792,-3.77797469134704,-1.97568217161865,-1.13352796570309,-1.33199395900554,-1.62929247489352,-4.29282042130589,-0.535252286631553,-1.80148998977816,-4.15867254020295,-1.70009284050073,-3.44748994542918,-3.5369125293835,-0.170698424690109,-0.0244826374661081,-3.90679600703395,-3.39654187899121,0.764816154402374,-0.413179538216274,-1.78748136264028,-2.69993964425984,-2.84652787594246,-0.5567187155962,-4.13763074192053,1.95653728236977,-1.83220940263165,0,-0.601100165613714,0,-2.30556440476596,-2.35551412480976,-4.49776936371166
"constant",-2.97454365826743,-2.25265456022923,-0.601105382942292,-1.81834431295117,-1.97061982134759,-0.838041409325722,-2.70607202774307,0.845007188251161,-1.05421150877532,-1.77657988398829,2.99992379209055,-1.50565282152778,-0.0430320637336033,-2.06612555717014,-3.02682268412975,-2.3738635561226,3.4828339653883,-0.0881309282423255,-2.29629228655004,-2.8965195010192,-4.56739383111845,0,-1.80749820968892,-2.48849530157406,2.7410686557237,0.508112989142225,-2.11314581065175,-3.16538836010463,2.77499040251511,-3.16297121781942,-0.818080070151332,-2.39419534955189,0,-0.42763886352799,-0.162474458605416,-0.72424026655276,-1.04438523975528,3.18612625299258,0.746838914818087,0,4.61621896569072,-2.52538641225655,-0.801565856411856,4.2574057471716,0,-2.43828970631777,0,-0.163928669607236,2.23527834441098,2.15994095569134,0,-4.08984902182242,0,-2.40851477582852,-2.01096927438586,-2.9998715971104,0,-2.56783145019972,0,0,0,-2.07303997305531,0,0,-3.42818614026939
"vast",-0.0622485764088503,1.75330076507101,-1.70999859811501,-2.35333813310452,-1.75162829538564,0.265172778166992,-0.931247478095068,0.980037260591914,0.746014734417124,-1.98445018627756,0,-0.183133418946278,2.0192115800199,0.736085698411047,-1.12985371576775,-0.145752901362515,0,-0.734039018965323,-3.09710742243606,0,0,0,-0.388393016596712,-2.53521255056917,0.149198897653379,0,0,0.628503111202979,0.19934387137839,0,0.844065164617404,0,0,0.0423470540292681,-1.01814025317813,0,-1.0895900998166,0,0,0,0,0,1.16092967989081,0,0,0,0,0,0,0,0,0,0.790433856153812,1.06063528702717,0,1.05549292739436,-0.25814115902233,0.884590712896017,0,0,0,0,2.2712791750389,0,2.72631755295765
"northern",-1.65993310358218,-0.554563935932031,-1.25914875856438,0.447992414316923,0.595708916909568,2.04779279597445,-3.47854101374197,-2.12656202278467,-2.86746328910275,-0.619386052805926,0,-1.47259003663075,0.11999796275088,-2.58456075804969,1.07619137504013,0,0,0,-0.0332228514582119,0,0,-1.7968741707974,0,0,-1.89524864217903,0.428800683481421,-1.58885808679265,-3.16641181169969,-3.08350269664017,-1.40312928622601,0,0,0,-3.16617893028261,-1.69990089103541,0,1.23593649363856,0.322637731599431,0,0,0,-0.190800736316509,0,-0.613743413509479,0,0,0,-0.0833523611799501,0,0,0,-2.47689971126683,0,0,0,0.786006223506482,0,-0.214973241974486,0,0,0,0,0,2.21476598380655,0
"funny",0.48926467517476,-0.0345979685439268,-1.44255571373299,-1.99654085943641,-3.64164125412681,-1.70227695539502,1.24925905422514,0.407086775366476,0.836674031767664,-1.61553611993177,-0.103517870613896,0.575257377134518,-0.802410697051179,-1.78774624532978,-0.68620905949098,-4.01935958411529,-2.7877844761715,-1.88279714949852,-0.00553099742786841,-4.36340149727557,-5.46384884011451,-0.890397311013811,-1.4757267037784,-3.55003383212353,-3.87585952946193,-4.5993774617801,-3.65189345098689,0.707743394149254,-1.79141335319982,-1.44034551343143,-2.63950107200401,-2.3870707792957,0,1.66477978558458,-0.263014050513057,-3.15169861873791,-1.59821947498192,-3.43855654336111,0,-3.51248151015443,0,-2.94499862734202,-3.61853367440704,0,-1.56649686918811,0,-1.74222436585283,-3.23307359153558,0,-1.59157894656791,0,0.624967463276565,-1.83773743828753,-1.65578691610281,-2.47928767610296,-1.96643666349994,0.927759053046475,0.531512849355132,-2.50096546440492,0.0882908422728299,-0.426709216623128,-1.71700904340137,0.153502479393917,-2.31692251703328,1.11292309806583
"severe",-0.13584484865135,0.33607509797544,-2.18859269156526,-3.0260895366497,0.917460298451735,-0.936438113656437,-1.78689409110993,0.791274277799214,0.473226123384895,-3.917053694845,-1.36169159331117,-3.47659298373255,-0.737112168320454,-3.91988458176673,0.948281029104045,-2.69994780504096,-3.1663701505246,0,-2.06607628237801,-2.34549471496304,0,-2.59318020790687,-2.61003900307256,-4.4257649785575,-0.715531115538113,0,0,0.347020463190599,0.126649728603548,-4.78462492120289,-4.6379291876154,-3.11483698993586,0,-0.179099605580025,-0.133869488675606,0,-2.84855017413475,0,0,0,0,0,2.214889165818,0,0,0,0,0,-3.29424403903532,0,0,-2.39753747099596,0,0,0,-3.14875498138335,0.0526023068670104,0,0,0,0,0,0,0,0.0288200866288124
"terrible",-1.36414706708716,1.30800090415973,-1.4401977264113,-1.83679924762355,0.563737868096977,-1.19156793439109,0.877104751314967,-0.363728491251592,-0.596808447760033,-1.39770565976506,-0.901899997323525,-1.13620795020937,0.915391168797111,0.942129793778918,-1.02714733469005,-1.9989925949944,0,-0.672168933188842,-3.17149419648024,0,0,-3.23330100561828,-0.886789592489788,-0.587366235719633,-4.21698330210558,-1.96241944152523,-1.53481414942998,-1.72684804156668,-1.34373181644065,-1.11450369758484,2.5562027724095,0,0,0.732591188448958,-2.09604965194618,-0.782407721360902,-0.277796614932116,0,0,0,0,0,-1.36668046585666,0,0,-1.33115268900739,0.400504551250211,0,0,0,0,0.659824560191648,0.790296155466739,1.81745143635105,0,-1.72507827720445,-0.552029010495594,-2.46124574036013,-1.962135970721,-0.51460185991984,0,-1.40460380391526,0,0,-0.599686012406041
"criminal",-3.71512745926205,-0.568639814531476,-0.870131188542664,1.48915698904335,-0.711240947234448,1.72608731586721,-1.99649895645018,-1.74260457991484,-3.30424678848698,-0.206253328799829,1.61759331533687,-0.326156365648672,0.872540023603241,0.584265836382582,-0.279314781935002,1.22591757972869,0.0601146537956177,-1.6082513470297,-0.993332456794199,-0.971310120595921,-3.68190755049807,-1.41382283861511,0.536347384540242,-2.16570836340413,0,0.333395369765014,-1.51718956519815,-3.75107375949098,0,-1.7516447274015,0.21384449821425,-1.34742546620692,0,-3.58797037375584,-1.8800804143918,-0.643577421158365,-0.714669748707405,1.28985751560129,0,-1.99001685525438,0,2.02343089564006,-1.73340328614944,0,0,0.0992391445225202,-0.719254114941521,0.105436658547639,0,0,0,-0.43964545701755,1.77465235013003,0.618244072336653,0,-1.64251070691158,0,0.598062904808257,0.356233987281807,1.48335483188369,0,-0.0102915033367582,0,0.179659604192261,0
"academic",-2.45103685062221,-0.717561695219346,0.307611493497961,1.46112670499159,-0.504521249141377,1.32595251274922,-3.0541196766407,0.824897882891368,-2.08755824305735,-0.400001248091195,-0.678856070089818,-3.13743201055632,-1.32912430662176,-0.369094260948661,-0.475328726363056,-1.52521072040501,-2.90916110059899,-2.09976548748113,-0.217171124304587,-0.436724659341342,-2.99478396259883,-1.05776365416322,-0.399696429153638,-2.03135294889658,-2.96189789056746,1.72704021150673,-0.30133871338619,-3.09147873614093,-1.05557127446092,-0.569857890133088,-3.86504814998194,-1.19546608258998,0,-2.07684654111755,0.745677502845911,-3.4485815745995,0.337445368381797,0.314898798093061,0,0,0,3.63541162914519,-1.40414398943091,0,0,0.1277376360181,-0.347325779394946,2.04440895579865,0,-0.881230060202483,0.362936530186057,-3.97453268299613,0,-1.66743055015869,0,-0.152556367112522,-1.08652893380079,-2.32128970838408,0,0.559600057531168,0,-0.940382039221104,0,0.0653601391188259,-3.27917778138197
"odd",0.196900273542004,0.22737249513616,-3.47412556114418,-1.31495276695629,-2.77785101650694,-1.44775084455638,0.363736628777068,2.44093062633941,0.217515988319158,-2.53003568487176,-2.47319893980813,-2.81797086402583,-0.11129450546335,-1.5650268879239,-0.509956570345374,-2.73936496107733,0,-3.35760189211038,1.84738467972373,-3.29469064720261,-4.6032360461981,2.01108517185385,-2.34603163628285,-2.18817408710677,-3.81344359693838,0,-2.68737328117881,-0.389212153979215,2.61314371417142,-1.81256702305688,-3.95734475161834,0,0,-0.322317514718758,1.50803438375301,-2.99052826693222,-2.13506027470709,0,0,0,-2.11509282400856,-2.17663404278157,-2.16780127632048,0,0,0,-1.49405940344063,-3.57190553316794,0,0,0,-2.05463061428955,-1.57928228764539,-1.16367890152181,0,-1.24779970510087,-0.270854220785765,0,0,-0.553924004019506,0,-1.92085137369411,0,2.03296204358611,-0.31515554085282
"corporate",-2.80708513627857,0.663602493471161,0.223271971967219,1.07313256257801,-0.392088706322193,2.16097877707995,-3.3777080518556,-1.89132303785981,-3.87670488645751,1.0298214104672,-1.85579573417147,-1.87313799274215,-0.680809689243713,-0.986748883723405,0.113005668376711,0.128133390058623,0,-1.62134271405162,-0.511919592489088,-2.48230609345376,-2.5773584681422,-2.58112579778647,0,-2.43977477293775,0,0.138599628117535,-2.33704684589347,-3.77030136621298,-3.42484393154582,-2.05935075755835,0,0,0,-3.48418143424238,-2.28792117234842,0,0.276995646527581,1.23817340490155,0,0,0,-0.19196652914116,0,0,0,-1.0768623129826,-1.55810273223376,-0.686075521616441,0,0,0,-1.45868134545551,0,0,0,-1.68842547059857,-2.11197909424042,-0.781340686425184,0,0,0,0,0,-0.45366549438482,0
"southern",-1.3541163439913,-0.585688209473374,-0.495417299510648,0.472156350992331,0.466511155491684,1.56278030953747,-2.62642822512265,-1.82738847404126,-2.64729785247334,-0.772460745585622,-0.832592893120943,-1.51667141710402,-0.298913374680855,0.958912311913166,1.25708342778626,-1.38087250453117,-1.26394793155679,-1.06921408810246,1.44756487037683,0,0,0.016116409076152,0,-2.85381409551879,-2.84752572096728,0.437809630313302,-2.48703527233653,-2.69691306521104,-3.36158986847885,-1.88555991871538,0,-1.31187645504744,0,-1.82977643149596,-1.54705952202117,-2.23872331266424,1.32232515705589,0.0808661013899958,0,0,-0.128710900203659,0.22043264566369,0,-0.65429964250236,0,-0.834551320455848,1.25220522476561,0.800213013225783,0,1.08753331309668,0,-1.15319392947056,0.47574664036205,0,0,1.2529262219669,-0.95924927674384,-0.0787290948395371,0,1.85708417089451,0,0,0,3.71373261560059,0
"permanent",-2.26340702059748,-0.249837819317616,-0.0783081889204668,1.08366274491057,-0.39859383455529,1.1297299465856,-1.25413817945931,0.228653785927052,-1.24869993378941,0.572084702147254,1.89139044434605,-0.563317153946515,0.758585261288825,-2.33912777136711,-0.673406398114655,-1.10320999597103,1.18234648253221,-1.31877790278946,0.358237763675308,-1.23538985886616,-1.13949073992343,0,-0.212326491702669,-1.16692431428018,1.84050510996443,0.420704372004904,-1.5838178319504,-2.18731937608274,0.593484630305329,-1.58655132215438,-0.17279765795011,-0.709022464941649,0,-1.08025515059234,0.664218443517045,0,-0.00620159270778318,2.50474939560978,0,0,0,-0.651445522472806,1.50365556062433,0,0,-0.96933020660046,0,-1.40245425024047,0.236012867551665,0,0,-2.93944013167544,0,0,-0.731051327715575,-0.966221774497514,-1.238658092309,0,0,0,0,0,0,0,0
"weak",0.5615472364831,-0.250647226766666,-3.05305035606356,-2.01233069713683,-3.71969278398379,-1.72546122633412,-0.628387208757049,1.9550505724097,0.21141849920151,-2.71318105891877,-2.7624430534329,-1.70008976871178,-0.420624562646114,-1.53262757786717,-0.374203180454427,-1.64735905878468,0,-2.40241234586388,0.835873012643465,0,-5.11382010244226,0.239570868124046,-1.96553444341875,-2.67185951198565,2.11800222696934,-2.1466210803791,-3.51613336826188,0.939866467685804,0.922733204005487,-1.59855922562414,-2.92395404361135,-2.10167228460323,0,0.870846416056142,1.01446336460647,-4.2552432761026,-1.17429647941731,-0.61814425938938,0,-3.09794131680041,0,-1.99413908631733,0.572653745139555,0,0,-2.00619207398246,-2.22473529964042,-3.70480315975551,-2.42978688735182,-0.619047856748546,0,-0.986641048954557,-1.46185850248512,-0.0853820066942475,-2.08666062298833,-2.44853224470477,1.04130264646499,-3.18685249641149,-0.10262768935441,0,0,0.861886954062772,-2.07580028695358,-0.0992206052600196,0.588325027512993
"fundamental",-0.957882798583565,-1.21786683246514,-1.44304490556304,-1.14530684680653,1.3152141507101,0.218667798233468,-1.39317626542821,-0.149566707224967,-0.856370229902758,-1.84389137770714,-2.80150099476121,-1.72261363399193,0.387743306161746,-2.11804173283766,-2.31809205865598,-0.657181805277037,-3.54748134735003,-3.17104157376024,-1.59947956154566,-3.98212875121842,-4.71987240818925,0,-1.80986417364104,-3.07152084128296,-2.83812700192823,-2.7832987141409,-3.22259905614687,-2.5854043473167,-0.146434719965578,-3.41129664810189,1.30410513706084,-2.76464930196491,0,-0.570320597009073,-2.26125477334812,0,-3.24695128536783,-1.22431214810851,0,0,0,-1.05046438261716,-0.365214769234999,0,0,0,0,-1.76764862104932,0,0,0,0,0,0.0482091972483057,0,0,-1.83058322197973,0,0,0,0,-1.93905587799113,0,0,-2.98881077348823
"middle",-0.990437405339296,-0.404520839882767,0.145587791673543,0.441454175548343,-0.439823237755585,1.46794356285122,-2.55095837520728,-0.580858394562766,-1.76680967560783,3.25443142077589,0.159540694109501,-0.702206467558501,-0.291394253967696,-0.908082843369153,0.768293959264459,-0.736492972293022,-0.526846803623773,-1.10175911855785,0.3392444295113,-4.25656284540855,-2.77854108854068,-0.874841469118168,-0.230892560468143,-2.54325300781912,-1.80345980948424,2.00481235314632,-1.60125075142758,-3.70875070933257,-0.633539610087724,-2.45357848162206,-3.00110075835126,-1.87185268997007,0,-1.02558927143533,-0.375046376502692,-2.15283258225152,2.3826720466019,1.0714020427851,0,0,0.649062405000624,-0.761970404438995,0,0.389068498202077,0.65630786176329,-1.0678705381907,0.592191949831874,0.13073497445912,-1.2588226500732,0.810401139922019,0,0.057761511524152,0.535087583748345,-0.853817359570668,0,-0.628608634572695,-0.456724376624883,0.959026202493687,-1.28930598155975,2.86952880903476,0,-0.671144385427616,0,2.34831385995853,-2.41801955717375
"minor",0.485594761782329,-0.81442540643081,-2.62475097591281,-0.968650059492889,-1.41186245909817,-0.340727014019186,-1.42506177872998,0.517789852385363,-0.771069651938118,-3.01706917668992,-3.01727184116065,-2.0484773631888,-1.00893486682061,-1.86462693177687,-1.95544290302439,-1.92945320565734,0,-2.68006799675952,-1.03531241703621,0,0,-2.57780299132773,-1.2970076718273,-3.94592982679832,2.98511624216481,-1.80949027603976,-3.43758237253215,0.114456479005554,1.23023124830309,-2.9287788106849,-3.57675265972596,-2.44558131331101,0,-0.239838388780228,-0.0747459622806121,0,0.732669173090092,-0.410602859588762,0,0,0,-2.32278734586313,-0.949080596629598,0,0,0,0,-1.04377237196729,0,0,0,-2.78763180478041,0,-2.0163627774868,0,-2.63101433642237,-0.313645063943559,-3.14771258287999,-2.2655101106287,0,0,0,0,0.0789500490772538,-0.8093417804136
"negative",-0.111544564672487,-0.713839409969789,0.83685968379541,0.0520778679662921,-0.623975520807124,0.273001458647971,-1.02560376099553,1.09859675538879,-0.367687160477678,-1.97101313093513,-1.28033634919036,0.41739275153633,0.488212892709513,-1.03976993087845,-0.343615888421756,1.21412106164027,-2.58458394913181,-2.01825914235224,-0.0261699116089076,0.33485832250777,-2.8334517975508,2.50304772213127,-1.63693528135726,0.171689106542138,-1.37151301812656,2.09089766987222,1.27969125775231,0.672616664453885,-0.0651831991531958,0.338143531869073,-1.14089508116431,-0.370939068019836,-3.30490325764083,-0.652453604158585,1.45871609762573,-2.10870833022247,1.59152502382331,1.71013375740741,-0.909814557810424,-2.28649708943893,0.452029260506201,2.18539291273084,0.480291787875572,-1.68038982348097,-1.66484181031672,2.03010548679055,0.0320374265781098,2.12490589534452,0.689645313339497,0.867616628565342,0,-2.67908787076432,2.71060287558594,-0.119287745583983,0.282046476938141,-0.740191733441877,0.524480010744446,-2.2334428203625,-2.39447833466087,0.783179696004053,0,0.446520392391903,0.673114067772833,1.95454016805549,-0.178240966695574
"inner",-1.7794351502841,-0.614864472385874,1.28115782288537,0.565962176779076,-0.242757175671172,2.08109742426956,-2.83070429845866,-0.965951931188716,-2.20644354212129,2.77293249204556,-0.687075533912277,-1.21778114928121,0,-1.25014308064048,0.706180147242622,0,0,0,1.03386509154798,0,-2.43014581255937,0,0,-1.89885781798253,-3.13591415304093,-0.0115766211200703,-1.46934725464862,0,0,-1.9517389564651,0,0,0,-2.27411361023017,0,0,0.301427919289322,0.287312541895765,0,0,2.31566894989619,1.02452582780565,0,0,0,0,0,0.100965211913732,0,0,0,-2.22268440616314,0,0,0,0.0704464542645549,0,1.20107369229625,0,0,0,0,0,0,0
"crucial",-0.52793949678125,0.104705875281563,-1.86057923857954,-1.3012954766024,0.963543514456231,-0.980796326519378,-0.673591641305537,-0.494916806417371,-1.05703500791075,-3.57441879816308,-2.44302574644136,-1.09744706536236,1.45696732192174,-2.44468846702457,1.50930674730731,0.547865733688184,0,-1.87500178275047,-4.60816382126789,-2.34463868728467,0,0,-0.822139817227516,-3.20975898111403,-4.56401558660975,0,-2.68232833833278,-0.339428660783653,-1.23502767503698,-0.314320802738689,2.81553073840671,0,0,-1.19656092371968,-1.97550445985174,0,0,0,0,0,0,0,-2.29620809828803,0,0,0,0,0,0,0,0,-3.57369991613102,-1.31221166760731,1.04208614368521,0,0,-0.686673412115705,0,-2.44672148795736,0,0,-0.150689228440703,-1.06465546102153,0,-1.39625452867767
"sharp",0.72206198663968,-0.167709981697851,-2.45801123793465,-1.38734842985673,-3.3412624483622,-0.574375602588271,0.24996365592446,0.907343408003902,0.282175321240266,-1.91960285218871,-1.31144309761975,-1.99870113541036,-0.483466488330867,-3.24704467920073,0.303957258143388,-2.68338187814415,-1.50578233678792,-1.59726999535811,-0.274095955605887,-4.43734356729828,-3.45765280348172,0.510207763368996,-2.23261594591573,-1.97497086624276,0.150864907277896,0,-3.04066761083942,1.29014898552684,0.732053697928534,-2.43317861286534,-1.55689149702507,0,0,0.717441514551634,-0.291180670736252,0.433703371157047,-1.66438587571431,-0.788316595887475,-0.31028464514731,0,0,0,0.205484289476767,0,0,0,0,0,-2.77967761526134,0,0,-2.31632748891825,0,0,0,-1.2813113699728,0.386724584714901,-1.29600782071256,-0.279071613672949,-1.16078519242448,0,0,0,-0.401007997883489,2.34713166127691
"contemporary",-0.571487727017113,0.0409034849655978,1.42735358866052,-0.298235580798099,0.15247265218175,1.83353118845179,-2.67775125050016,-1.36553283182331,-1.01882352810747,-1.88901444072674,-0.0517400653914492,-1.97211919645024,-0.386974895939277,1.64695890791762,-0.374959790854539,0.127803480327236,0.585967211168963,-0.0283486791138189,-0.905098685261058,-0.0950960205357366,-1.6827998853593,-1.48899152190939,-1.36896707154729,-0.661248731160463,-1.49909517297492,-0.643743311158038,-0.248370933359788,-1.94633011709731,-1.18746875373064,-0.206972577342377,-1.04030038602373,-1.12152283970788,0,-2.50412526968737,-1.04939447583639,-1.67558856026804,0.518340766292083,-0.263635413686275,0.170602663467452,0,0.860222401948751,0.301962966997562,-2.39100781911938,2.85552608501113,0,0.970131276095603,2.84360822068885,0.347603732483755,0,1.24240690338288,0,-3.09174296877293,-0.52501103898977,2.1636723716689,-1.55018760579919,-1.29089097594426,-1.62324775201816,0,-1.98196131303435,0.874368453466327,0,0,0,3.00862189403707,-1.586994736331
"thick",0.505903765846675,0.699737853945162,-1.94105532115675,-2.15832868059354,-4.09639881475736,-1.61531321738821,0.303585649320996,1.34411668932844,0.615120467907443,-2.15705487428256,-1.58875210143289,-1.98127752919684,-1.60169495157057,-1.24959474899074,-0.344738433595759,-2.73664705403029,-2.11165957530027,-0.90285735648052,0.52839980581482,-4.80841170287847,-4.40635989204163,1.76374423035238,-1.60909916996798,-2.38814311461127,1.08289876329484,0,0,0.397070645258903,1.38555333447522,-2.03733165146692,-2.84117385874367,-2.73144061870904,0,0.628813725464849,0.384463912293651,-2.19377563414906,-1.67584628567394,-2.05650507242565,0,0,0,0,1.6245465412116,0,-1.21517847947928,0,0,0,-1.34655069527852,0,0,0.675488121620564,-0.791396670450068,-1.64314449829257,-0.981960981103549,1.09217281387897,0.215906294660074,-2.17346972838583,0,0,0,0,1.7015560651562,-0.839396932615989,1.10542896472737
"massive",-0.670873019574555,0.115342670150414,-2.27118777751605,-0.942097151163599,0.441357937639606,0.606045638171394,-0.301058434786473,0.859801892867081,-0.180221885378928,-2.41896640378295,-1.79268976348479,-1.37333391447793,0.897420608506474,0.639713096755768,-0.954371225205476,-0.649357570346022,-1.23767810244629,-0.422420723715935,-0.031076724458066,-2.48286593020773,-2.56105296096678,-2.11785149762858,-0.32394268857714,-2.50699173602177,0.164267875122455,-2.38097863669933,0,-0.135340777353851,0.619434998762133,-0.360602730040223,1.96936982945997,-1.67037108448812,0,0.094438003331017,-0.541249227926621,-2.27279867224109,-0.840028570837505,-0.3554685442282,0,0,0,-0.663605139309139,1.50872746918255,-0.79375620354561,0,0,0,0,0,0,0,2.6543090752976,1.19982384848386,0.731357796351876,0,-2.39523785548249,0,0.916304294601224,0,0,0,0,1.01538829987195,0,0.749807796380587
"unique",0.342731158167048,-0.990477333626725,-2.11513345153128,-1.50703357500234,0.1152096281397,-1.3693718967773,-0.379906977581786,1.21959172654053,0.514461335981054,-1.8776679694995,0.87327435891248,-1.80072328906345,0.760877025940708,-0.0165140476089865,-0.953933905705538,-1.08302095094131,-0.338998806282157,-1.49873375093896,-1.87325442307471,-0.651274256243868,-3.54923266103371,-1.34455232586655,1.87765007805103,1.16567712210268,-0.781304642102529,-1.01350765476404,0.547116031049451,-0.7837320367619,0.248787892701121,2.00817082824331,0.778579429412456,-2.52061421579322,0,-0.492095192797782,1.34627742046336,-1.13434976992509,-1.88903236604088,0.886937896123332,-2.19439912140127,-3.78411164977134,0,-1.90587474479994,-0.38798739626693,0,0,1.5521834633196,0.0476165669264341,-2.62398154523685,-1.19647382433376,-2.35616068192254,-1.03247734691442,-2.99583165876047,-0.576805368712533,2.28670461249519,-2.28403275549366,-3.1178764568907,-0.658005672167312,0,-1.44290903143082,-2.01919512520658,0,-0.418355411677881,0,1.87705209292611,0.430702714851104
"parliamentary",-3.27491470139335,-0.390549150758179,0.628195434356369,1.45720903045076,-0.498233282377768,1.94231173525085,0,-1.29636491793323,-2.38676541351123,0.0635854942060883,0,0,0,0,-0.347307166325379,-0.532134841943205,0,0,0.440945794761579,0,-1.42581143448503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774558328743366,0,0,0,2.53302672138795,0,0,0,0,0,1.35420582507412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"unknown",-4.0051468811227,-3.130092151197,-0.304105005530293,-1.0224226466653,-1.2155869480102,-0.32715547549908,-1.83451418273123,-0.113086949846476,0.346293506188345,-1.5005689837319,2.26330921021007,-0.917569511657932,-0.377964315637105,0.318300623966308,-3.02573675800654,-1.81914144555006,0.577237538178403,-0.115714878026771,-1.27410058288186,-3.65028483403376,-1.96055234793858,-2.43933811627881,0.94863412249921,2.03371412128182,2.53568593673606,4.44118212026693,1.73094729572008,-4.67815518624587,-0.0696945839700214,1.98478465831153,0.13807592467944,0.177443494401018,0.447981724062136,-1.97321315538056,0.148776645565506,-1.01040297826952,1.53953392260928,2.0278285659055,-0.374400711005793,-1.93770540386314,0,0,-2.82205549960299,0,0,2.62391661137565,-1.38271437816461,-2.63220654835461,-1.20445004302831,0,0,-3.19184031150287,-1.46337366588609,2.72745239124672,1.44283080191957,-2.23048884263977,0,-0.388589023084619,-1.84875430352314,0,0,-0.772101954298205,0,0,0
"subsequent",-7.20944273449285,-1.90758329385287,-0.313954399994063,2.1643485209373,-2.26333520342839,-0.721567763444033,0,-4.25269662943998,0,-3.12692895397248,0,-3.77261204850438,-0.574264331437636,0,-2.81206382337589,-2.52005276328307,0,0,-1.59106848626532,0,0,-3.3769687306948,0,0,0,0,0,0,0,0,0,0,0,0,-3.29464654204227,0,0,0,0,0,0,0,0,0,0,-1.796319246189,0,0,-2.05820127053095,0,0,0,0,0,0,-2.65810263925723,0,0,0,0,0,0,0,0,0
"brown",-2.61247309485564,-1.16617921724234,-0.945264817775822,-0.978178929084178,-3.74394156028472,0.181341358248898,-2.36781559521145,-1.46802249515838,-1.79756327111932,-1.41678528492187,-0.37139564143004,-0.741128909543337,-0.242286231116531,-1.62175546241588,-1.27118151061608,-1.80721755323313,-1.33464687223471,-2.80899567433468,3.61746384896482,0,-3.02767866230345,1.84605097568389,0,-0.962081617417233,0,-1.2860479951052,-1.09828915228508,-3.79343784722978,-3.10388145855759,-1.49804369935768,-3.93996380165961,-0.935482961354773,0,-0.147499470380558,-1.50372185463854,-1.61742829083371,0.794305899453875,-1.88505166648838,0,0,0,0,-2.14010020160332,0,-0.191441578327668,-1.58874965261281,-0.396086335462524,0,0,-1.6349938341673,0,-1.07801803653075,0,0,-0.971203840470408,1.0997372601084,0,1.11598116438183,-1.90801365541835,-0.474157105336475,0,0,0,0.584192430900861,-3.39884666033628
"angry",0.742956421634595,0.0860923975370942,-1.11055831830932,-1.63720712349196,-2.45835665523334,-2.01323952454152,1.10142816932709,0.210315037728757,0.260177227625141,-1.13181404992298,0.305941585248232,-0.476581203396207,-0.49561211128192,-0.899490774124705,-0.575273553888973,0.38877646622211,-2.09178717989746,-1.38167107475767,0.737766002443892,-3.02914045790437,-4.42032077938874,0.0526714565337493,-1.96980425492496,-2.93947797174653,0,-3.45972657060988,-3.67394227796482,0.683082823532895,-2.02972248507423,-1.8083439049565,-2.41071054414016,-1.9722588023145,0,-0.0118439397414405,0.0695966109387532,-3.37477848902178,-0.99813118043888,0,0,-1.70881101788099,0,-2.84178531421431,-1.07230822813755,-2.17218671919344,0,0,0.480808154069266,0,0,0,0,0.131905677760594,0.284493154194921,-1.5678589415259,0,0.470929641136118,1.45082162868337,-1.81208795198066,0,0.39553758442952,0,-2.22895164810959,-0.863889304089952,-0.916966485585427,0.493835878901232
