subject, stim id, adj, adj class, mod, mod class, rating
151,51,34,1,2,1,8
151,125,10,2,12,1,8
151,436,9,0,1,0,8
151,280,34,1,11,0,8
151,143,28,0,2,1,8
151,152,8,1,13,2,5
151,401,19,3,4,3,5
151,474,27,3,3,2,7
151,497,19,3,8,1,6
151,449,40,3,11,0,5
151,147,46,3,0,0,6
151,674,2,1,2,1,6
151,363,34,1,10,3,8
151,615,24,3,13,2,5
151,394,24,3,9,1,8
151,537,10,2,6,0,8
151,153,28,0,8,1,8
151,121,16,3,3,2,6
151,131,18,1,11,0,7
151,318,40,3,12,1,9
152,33,18,1,4,3,1
152,453,30,3,6,0,9
152,675,10,2,1,0,9
152,306,9,0,7,1,9
152,352,18,1,7,1,9
152,6,25,3,5,3,9
152,593,34,1,3,2,6
152,240,39,3,7,1,9
152,629,0,0,0,0,9
152,636,25,3,7,1,9
152,289,48,0,8,1,9
152,537,10,2,6,0,9
152,271,17,3,9,1,9
152,117,45,2,5,3,9
152,631,27,3,10,3,9
152,559,7,1,3,2,6
152,320,23,2,6,0,9
152,413,32,1,13,2,1
152,556,7,1,8,1,9
152,387,26,3,2,1,8
152,375,32,1,1,0,8
152,344,29,0,13,2,3
152,136,38,1,11,0,9
152,508,3,2,0,0,6
152,419,10,2,8,1,9
152,339,31,2,11,0,9
152,544,41,2,2,1,9
152,167,47,0,6,0,9
152,229,38,1,9,1,9
152,303,6,2,8,1,9
152,228,23,2,13,2,1
152,412,46,3,3,2,1
152,500,46,3,12,1,9
152,376,33,3,12,1,9
152,218,10,2,10,3,9
152,81,42,3,13,2,1
152,52,0,0,1,0,9
152,332,16,3,10,3,9
152,225,34,1,4,3,1
152,67,31,2,8,1,9
152,92,45,2,6,0,9
152,401,19,3,4,3,1
152,182,11,3,13,2,1
152,416,8,1,1,0,9
152,598,6,2,5,3,9
152,53,10,2,3,2,5
152,384,6,2,0,0,9
152,186,19,3,11,0,9
152,517,36,3,5,3,9
152,485,32,1,7,1,7
152,526,9,0,9,1,8
152,591,45,2,11,0,8
152,487,19,3,0,0,9
152,157,23,2,7,1,8
152,589,13,1,2,1,8
152,547,14,0,2,1,9
152,2,7,1,1,0,9
152,281,37,3,3,2,1
152,396,33,3,13,2,7
152,111,45,2,10,3,8
152,311,22,2,4,3,1
152,380,15,3,0,0,9
152,585,30,3,11,0,8
152,330,13,1,1,0,8
152,570,2,1,12,1,8
152,286,3,2,2,1,8
152,288,11,3,1,0,7
152,679,43,0,3,2,5
152,625,20,0,0,0,7
152,141,46,3,2,1,7
152,233,4,2,5,3,9
152,451,22,2,0,0,9
152,138,22,2,2,1,9
152,177,8,1,10,3,9
152,345,43,0,8,1,9
152,79,11,3,7,1,9
152,192,43,0,4,3,1
152,203,13,1,4,3,1
152,373,45,2,7,1,9
152,210,31,2,12,1,9
152,41,40,3,8,1,9
152,322,48,0,11,0,9
152,405,10,2,2,1,9
152,84,47,0,5,3,9
152,669,15,3,12,1,9
152,505,5,3,13,2,1
152,139,7,1,9,1,9
152,224,27,3,2,1,9
152,38,45,2,4,3,1
152,1,20,0,4,3,1
152,509,31,2,7,1,1
152,458,0,0,4,3,1
152,95,24,3,10,3,8
152,82,24,3,7,1,8
152,226,18,1,0,0,8
152,456,22,2,12,1,9
152,212,38,1,8,1,9
152,8,18,1,8,1,7
153,275,43,0,7,1,9
153,169,40,3,4,3,3
153,344,29,0,13,2,7
153,437,26,3,4,3,9
153,536,21,1,0,0,9
153,415,38,1,4,3,2
153,291,2,1,8,1,5
153,668,37,3,6,0,9
153,353,26,3,6,0,9
153,133,19,3,1,0,9
153,584,33,3,1,0,9
153,558,46,3,8,1,9
153,175,4,2,10,3,9
153,457,42,3,1,0,9
153,411,47,0,8,1,9
153,456,22,2,12,1,8
153,602,24,3,11,0,9
153,501,39,3,3,2,7
153,145,13,1,12,1,9
153,550,44,3,4,3,3
153,295,26,3,12,1,9
153,535,12,2,9,1,9
153,548,36,3,13,2,3
153,47,34,1,6,0,9
153,368,12,2,0,0,9
153,237,29,0,10,3,9
153,289,48,0,8,1,9
153,514,33,3,3,2,8
153,206,27,3,9,1,9
153,230,43,0,6,0,8
153,101,8,1,5,3,9
153,15,38,1,6,0,9
153,412,46,3,3,2,3
153,19,32,1,11,0,8
153,279,16,3,4,3,3
153,10,33,3,11,0,9
153,563,20,0,11,0,8
153,559,7,1,3,2,9
153,620,18,1,9,1,9
153,107,47,0,9,1,9
153,605,21,1,7,1,8
153,471,11,3,6,0,9
153,660,36,3,11,0,8
153,115,13,1,0,0,9
153,227,23,2,1,0,9
153,338,12,2,12,1,9
153,485,32,1,7,1,6
153,221,0,0,10,3,9
153,433,42,3,2,1,9
153,438,5,3,2,1,9
153,483,30,3,7,1,2
153,532,5,3,10,3,8
153,498,12,2,5,3,9
153,314,12,2,4,3,3
153,114,42,3,10,3,9
153,87,19,3,13,2,2
153,613,2,1,4,3,3
153,579,14,0,1,0,9
153,578,38,1,12,1,9
153,316,4,2,2,1,9
153,554,18,1,3,2,6
153,235,33,3,0,0,8
153,678,42,3,9,1,9
153,162,14,0,11,0,9
153,639,16,3,1,0,6
153,142,33,3,9,1,9
153,651,25,3,1,0,7
153,236,25,3,3,2,5
153,544,41,2,2,1,9
153,80,28,0,12,1,9
153,454,3,2,5,3,8
153,375,32,1,1,0,9
153,345,43,0,8,1,9
153,38,45,2,4,3,2
153,450,17,3,1,0,7
153,72,38,1,1,0,9
153,85,38,1,3,2,3
153,621,17,3,0,0,9
153,77,4,2,9,1,9
153,172,39,3,13,2,2
153,58,12,2,3,2,3
153,267,3,2,7,1,7
153,186,19,3,11,0,9
153,592,45,2,0,0,9
153,59,47,0,4,3,3
153,576,38,1,5,3,9
153,357,23,2,3,2,4
153,546,27,3,0,0,7
153,79,11,3,7,1,9
153,286,3,2,2,1,9
153,486,28,0,1,0,7
153,37,14,0,3,2,9
153,330,13,1,1,0,7
153,50,37,3,0,0,7
153,524,6,2,9,1,9
153,100,29,0,12,1,9
153,632,10,2,9,1,9
153,381,48,0,0,0,9
154,489,40,3,10,3,9
154,352,18,1,7,1,6
154,182,11,3,13,2,2
154,140,1,1,2,1,8
154,429,40,3,6,0,4
154,445,25,3,2,1,7
154,543,37,3,13,2,1
154,42,25,3,6,0,4
154,664,26,3,0,0,8
154,126,35,3,9,1,7
154,371,30,3,0,0,1
154,95,24,3,10,3,7
154,10,33,3,11,0,9
154,45,42,3,5,3,1
154,356,8,1,6,0,9
154,31,9,0,13,2,1
154,5,3,2,8,1,6
154,467,48,0,13,2,4
154,498,12,2,5,3,2
154,605,21,1,7,1,9
154,387,26,3,2,1,9
154,20,28,0,3,2,5
154,289,48,0,8,1,6
154,210,31,2,12,1,7
154,563,20,0,11,0,9
154,604,34,1,9,1,1
154,622,20,0,3,2,7
154,82,24,3,7,1,8
154,313,47,0,13,2,1
154,417,20,0,1,0,9
154,636,25,3,7,1,9
154,418,7,1,7,1,9
154,15,38,1,6,0,8
154,585,30,3,11,0,5
154,281,37,3,3,2,1
154,546,27,3,0,0,1
154,21,46,3,13,2,1
154,463,47,0,10,3,5
154,368,12,2,0,0,1
154,627,20,0,5,3,9
154,397,48,0,7,1,4
154,522,39,3,8,1,9
154,432,12,2,1,0,9
154,242,5,3,11,0,1
154,595,21,1,1,0,8
154,43,24,3,5,3,8
154,465,33,3,10,3,8
154,450,17,3,1,0,7
154,548,36,3,13,2,1
154,26,8,1,4,3,1
154,299,7,1,13,2,5
154,348,43,0,9,1,9
154,578,38,1,12,1,9
154,16,26,3,7,1,8
154,670,6,2,7,1,8
154,628,32,1,4,3,1
154,79,11,3,7,1,9
154,547,14,0,2,1,9
154,530,22,2,9,1,1
154,495,26,3,11,0,7
154,654,41,2,6,0,1
154,358,32,1,9,1,1
154,30,35,3,12,1,8
154,311,22,2,4,3,1
154,646,21,1,2,1,1
154,347,48,0,6,0,5
154,402,24,3,3,2,1
154,456,22,2,12,1,1
154,492,27,3,5,3,1
154,186,19,3,11,0,7
154,641,16,3,6,0,5
154,375,32,1,1,0,1
154,173,28,0,10,3,7
154,481,23,2,9,1,8
154,267,3,2,7,1,1
154,661,20,0,10,3,8
154,300,8,1,12,1,7
154,575,41,2,10,3,5
154,653,33,3,7,1,6
154,342,8,1,8,1,6
154,388,6,2,6,0,1
154,501,39,3,3,2,1
154,514,33,3,3,2,1
154,107,47,0,9,1,5
154,457,42,3,1,0,9
154,374,32,1,3,2,1
154,85,38,1,3,2,1
154,466,44,3,13,2,1
154,114,42,3,10,3,1
154,80,28,0,12,1,7
154,343,17,3,13,2,1
154,197,16,3,0,0,1
154,52,0,0,1,0,4
154,683,0,0,8,1,7
154,163,35,3,8,1,5
154,403,31,2,3,2,1
154,159,36,3,8,1,4
154,365,5,3,3,2,1
155,8,18,1,8,1,9
155,154,38,1,10,3,7
155,113,44,3,1,0,9
155,93,21,1,11,0,9
155,303,6,2,8,1,9
155,232,27,3,1,0,2
155,321,33,3,6,0,3
155,330,13,1,1,0,9
155,342,8,1,8,1,9
155,437,26,3,4,3,2
155,226,18,1,0,0,9
155,407,33,3,2,1,9
155,152,8,1,13,2,3
155,635,40,3,7,1,9
155,410,42,3,12,1,9
155,358,32,1,9,1,9
155,575,41,2,10,3,9
155,538,43,0,12,1,9
155,198,2,1,5,3,9
155,559,7,1,3,2,9
155,390,9,0,8,1,9
155,385,2,1,7,1,8
155,230,43,0,6,0,8
155,287,30,3,13,2,8
155,443,32,1,8,1,9
155,334,13,1,13,2,4
155,506,2,1,13,2,9
155,489,40,3,10,3,9
155,146,14,0,5,3,9
155,387,26,3,2,1,9
155,468,1,1,3,2,9
155,392,48,0,5,3,9
155,59,47,0,4,3,4
155,386,14,0,9,1,9
155,454,3,2,5,3,9
155,267,3,2,7,1,9
155,43,24,3,5,3,6
155,284,2,1,3,2,9
155,61,15,3,1,0,1
155,536,21,1,0,0,9
155,22,41,2,4,3,1
155,405,10,2,2,1,9
155,389,4,2,1,0,9
155,650,41,2,1,0,2
155,354,19,3,2,1,9
155,115,13,1,0,0,9
155,282,17,3,6,0,1
155,312,39,3,9,1,9
155,82,24,3,7,1,9
155,472,40,3,3,2,3
155,467,48,0,13,2,1
155,537,10,2,6,0,1
155,502,29,0,0,0,9
155,580,15,3,7,1,9
155,210,31,2,12,1,9
155,409,6,2,2,1,9
155,275,43,0,7,1,9
155,272,28,0,13,2,2
155,228,23,2,13,2,2
155,643,20,0,8,1,9
155,456,22,2,12,1,9
155,177,8,1,10,3,9
155,625,20,0,0,0,9
155,238,36,3,2,1,9
155,71,41,2,13,2,1
155,509,31,2,7,1,9
155,656,17,3,3,2,9
155,234,1,1,12,1,9
155,338,12,2,12,1,9
155,2,7,1,1,0,9
155,240,39,3,7,1,9
155,54,2,1,1,0,5
155,237,29,0,10,3,4
155,560,1,1,7,1,9
155,393,39,3,1,0,2
155,600,29,0,3,2,9
155,12,4,2,3,2,9
155,539,15,3,4,3,1
155,19,32,1,11,0,9
155,642,47,0,12,1,9
155,418,7,1,7,1,9
155,295,26,3,12,1,9
155,683,0,0,8,1,9
155,46,30,3,8,1,9
155,95,24,3,10,3,7
155,100,29,0,12,1,9
155,659,18,1,1,0,9
155,301,15,3,6,0,1
155,243,16,3,2,1,9
155,138,22,2,2,1,9
155,81,42,3,13,2,2
155,140,1,1,2,1,9
155,318,40,3,12,1,9
155,485,32,1,7,1,9
155,427,27,3,4,3,1
155,667,30,3,3,2,9
155,225,34,1,4,3,2
155,439,20,0,13,2,1
156,281,37,3,3,2,3
156,152,8,1,13,2,2
156,446,36,3,10,3,8
156,513,14,0,7,1,9
156,399,31,2,9,1,8
156,66,42,3,3,2,2
156,257,37,3,7,1,9
156,608,23,2,5,3,8
156,676,46,3,11,0,3
156,55,4,2,7,1,2
156,355,10,2,5,3,2
156,551,15,3,3,2,2
156,45,42,3,5,3,1
156,24,4,2,13,2,3
156,645,32,1,2,1,8
156,490,29,0,9,1,8
156,369,3,2,4,3,2
156,393,39,3,1,0,8
156,656,17,3,3,2,7
156,168,4,2,11,0,7
156,564,42,3,4,3,2
156,4,32,1,6,0,7
156,586,16,3,5,3,3
156,5,3,2,8,1,8
156,657,25,3,4,3,2
156,29,26,3,1,0,9
156,571,19,3,9,1,8
156,161,6,2,1,0,3
156,53,10,2,3,2,3
156,126,35,3,9,1,9
156,305,40,3,2,1,9
156,534,31,2,4,3,3
156,484,39,3,5,3,6
156,418,7,1,7,1,9
156,219,29,0,8,1,9
156,194,15,3,13,2,2
156,226,18,1,0,0,9
156,529,12,2,2,1,9
156,677,19,3,12,1,9
156,652,5,3,7,1,9
156,669,15,3,12,1,9
156,673,25,3,10,3,9
156,398,11,3,5,3,7
156,500,46,3,12,1,9
156,515,28,0,6,0,8
156,116,7,1,5,3,8
156,185,23,2,2,1,8
156,342,8,1,8,1,9
156,254,10,2,7,1,8
156,301,15,3,6,0,4
156,449,40,3,11,0,7
156,18,13,1,11,0,8
156,26,8,1,4,3,2
156,57,10,2,13,2,2
156,324,44,3,8,1,8
156,141,46,3,2,1,9
156,340,45,2,9,1,8
156,329,37,3,4,3,2
156,262,1,1,10,3,7
156,46,30,3,8,1,8
156,27,30,3,4,3,3
156,474,27,3,3,2,3
156,366,42,3,8,1,8
156,432,12,2,1,0,9
156,431,46,3,6,0,8
156,405,10,2,2,1,9
156,31,9,0,13,2,8
156,519,25,3,0,0,9
156,512,47,0,0,0,9
156,317,34,1,5,3,6
156,111,45,2,10,3,9
156,310,45,2,2,1,9
156,595,21,1,1,0,9
156,181,0,0,11,0,9
156,258,39,3,12,1,9
156,253,9,0,12,1,7
156,83,29,0,4,3,3
156,218,10,2,10,3,8
156,642,47,0,12,1,9
156,467,48,0,13,2,1
156,119,24,3,4,3,2
156,209,33,3,4,3,6
156,541,31,2,13,2,2
156,587,11,3,11,0,8
156,352,18,1,7,1,9
156,7,19,3,7,1,9
156,661,20,0,10,3,6
156,363,34,1,10,3,9
156,311,22,2,4,3,2
156,196,17,3,5,3,3
156,603,27,3,13,2,1
156,202,17,3,12,1,9
156,43,24,3,5,3,3
156,442,35,3,11,0,9
156,637,22,2,3,2,3
156,143,28,0,2,1,9
156,649,21,1,12,1,3
156,335,13,1,5,3,9
157,11,36,3,3,2,3
157,33,18,1,4,3,3
157,56,20,0,7,1,7
157,38,45,2,4,3,3
157,429,40,3,6,0,6
157,263,3,2,6,0,7
157,503,14,0,10,3,7
157,306,9,0,7,1,4
157,608,23,2,5,3,5
157,232,27,3,1,0,5
157,245,42,3,11,0,8
157,607,8,1,11,0,8
157,282,17,3,6,0,6
157,300,8,1,12,1,8
157,165,12,2,6,0,6
157,46,30,3,8,1,9
157,651,25,3,1,0,8
157,663,24,3,6,0,6
157,412,46,3,3,2,4
157,155,24,3,1,0,8
157,147,46,3,0,0,8
157,385,2,1,7,1,6
157,150,10,2,4,3,3
157,601,18,1,12,1,9
157,660,36,3,11,0,7
157,102,27,3,7,1,8
157,564,42,3,4,3,2
157,1,20,0,4,3,3
157,321,33,3,6,0,8
157,540,8,1,0,0,8
157,447,11,3,12,1,9
157,459,40,3,9,1,8
157,257,37,3,7,1,8
157,457,42,3,1,0,7
157,432,12,2,1,0,8
157,434,1,1,11,0,8
157,451,22,2,0,0,7
157,450,17,3,1,0,8
157,64,35,3,6,0,8
157,338,12,2,12,1,9
157,567,44,3,0,0,6
157,250,42,3,7,1,7
157,182,11,3,13,2,3
157,617,29,0,7,1,6
157,545,38,1,0,0,8
157,162,14,0,11,0,8
157,215,8,1,7,1,7
157,54,2,1,1,0,8
157,643,20,0,8,1,7
157,612,2,1,0,0,5
157,598,6,2,5,3,5
157,350,5,3,12,1,8
157,685,17,3,2,1,8
157,592,45,2,0,0,7
157,516,45,2,8,1,7
157,405,10,2,2,1,8
157,40,43,0,2,1,8
157,627,20,0,5,3,5
157,229,38,1,9,1,7
157,59,47,0,4,3,2
157,465,33,3,10,3,8
157,523,29,0,11,0,7
157,16,26,3,7,1,8
157,411,47,0,8,1,8
157,677,19,3,12,1,8
157,568,13,1,6,0,7
157,458,0,0,4,3,2
157,668,37,3,6,0,5
157,103,20,0,9,1,7
157,577,14,0,13,2,2
157,535,12,2,9,1,8
157,373,45,2,7,1,7
157,312,39,3,9,1,7
157,172,39,3,13,2,3
157,177,8,1,10,3,7
157,454,3,2,5,3,5
157,423,22,2,7,1,5
157,529,12,2,2,1,8
157,507,12,2,13,2,2
157,357,23,2,3,2,3
157,214,42,3,0,0,7
157,386,14,0,9,1,7
157,225,34,1,4,3,2
157,560,1,1,7,1,8
157,446,36,3,10,3,7
157,591,45,2,11,0,8
157,647,16,3,7,1,8
157,522,39,3,8,1,8
157,158,12,2,10,3,8
157,680,28,0,11,0,7
157,123,48,0,3,2,4
157,291,2,1,8,1,5
157,594,9,0,10,3,6
157,477,48,0,9,1,7
157,355,10,2,5,3,4
157,63,1,1,1,0,8
157,309,36,3,0,0,4
157,44,39,3,2,1,8
158,251,11,3,10,3,2
158,42,25,3,6,0,2
158,140,1,1,2,1,9
158,638,41,2,0,0,5
158,483,30,3,7,1,9
158,199,1,1,6,0,1
158,513,14,0,7,1,8
158,620,18,1,9,1,6
158,216,8,1,9,1,7
158,187,28,0,9,1,6
158,227,23,2,1,0,8
158,307,47,0,11,0,7
158,294,47,0,1,0,8
158,538,43,0,12,1,6
158,258,39,3,12,1,9
158,351,43,0,11,0,9
158,517,36,3,5,3,3
158,116,7,1,5,3,2
158,17,19,3,3,2,1
158,361,5,3,6,0,7
158,648,43,0,1,0,9
158,518,15,3,8,1,9
158,364,11,3,4,3,3
158,201,37,3,1,0,6
158,675,10,2,1,0,9
158,372,26,3,13,2,2
158,387,26,3,2,1,9
158,536,21,1,0,0,8
158,481,23,2,9,1,9
158,621,17,3,0,0,4
158,197,16,3,0,0,6
158,475,0,0,6,0,9
158,394,24,3,9,1,9
158,623,14,0,4,3,2
158,279,16,3,4,3,2
158,491,6,2,13,2,2
158,586,16,3,5,3,4
158,4,32,1,6,0,9
158,160,7,1,4,3,5
158,181,0,0,11,0,9
158,292,23,2,12,1,9
158,278,9,0,2,1,4
158,138,22,2,2,1,8
158,240,39,3,7,1,9
158,288,11,3,1,0,6
158,537,10,2,6,0,7
158,334,13,1,13,2,1
158,41,40,3,8,1,9
158,290,17,3,7,1,8
158,346,12,2,8,1,9
158,325,13,1,9,1,7
158,285,35,3,13,2,1
158,501,39,3,3,2,1
158,666,44,3,7,1,9
158,274,40,3,13,2,1
158,121,16,3,3,2,1
158,100,29,0,12,1,2
158,157,23,2,7,1,9
158,117,45,2,5,3,6
158,213,45,2,12,1,8
158,618,8,1,2,1,9
158,45,42,3,5,3,1
158,296,36,3,12,1,6
158,511,5,3,9,1,3
158,521,41,2,3,2,1
158,52,0,0,1,0,9
158,287,30,3,13,2,1
158,526,9,0,9,1,1
158,470,28,0,0,0,8
158,95,24,3,10,3,9
158,641,16,3,6,0,6
158,676,46,3,11,0,4
158,112,44,3,9,1,9
158,502,29,0,0,0,2
158,6,25,3,5,3,4
158,435,28,0,7,1,5
158,224,27,3,2,1,9
158,413,32,1,13,2,1
158,194,15,3,13,2,1
158,256,7,1,6,0,7
158,132,21,1,6,0,3
158,375,32,1,1,0,6
158,633,5,3,5,3,2
158,99,14,0,6,0,4
158,254,10,2,7,1,9
158,649,21,1,12,1,3
158,247,21,1,4,3,1
158,68,20,0,2,1,9
158,582,6,2,10,3,6
158,239,16,3,12,1,8
158,468,1,1,3,2,1
158,384,6,2,0,0,1
158,32,13,1,10,3,7
158,396,33,3,13,2,1
158,528,7,1,10,3,4
158,21,46,3,13,2,1
158,268,24,3,12,1,8
158,573,7,1,12,1,6
159,659,18,1,1,0,9
159,509,31,2,7,1,6
159,568,13,1,6,0,8
159,493,15,3,2,1,9
159,623,14,0,4,3,3
159,217,17,3,4,3,2
159,621,17,3,0,0,5
159,385,2,1,7,1,7
159,280,34,1,11,0,8
159,488,30,3,1,0,7
159,656,17,3,3,2,4
159,119,24,3,4,3,1
159,603,27,3,13,2,3
159,203,13,1,4,3,2
159,3,5,3,4,3,2
159,317,34,1,5,3,8
159,449,40,3,11,0,6
159,321,33,3,6,0,9
159,251,11,3,10,3,5
159,669,15,3,12,1,8
159,309,36,3,0,0,7
159,363,34,1,10,3,9
159,12,4,2,3,2,8
159,351,43,0,11,0,9
159,318,40,3,12,1,8
159,125,10,2,12,1,7
159,497,19,3,8,1,9
159,108,36,3,4,3,2
159,531,29,0,5,3,9
159,486,28,0,1,0,9
159,18,13,1,11,0,9
159,152,8,1,13,2,4
159,22,41,2,4,3,2
159,153,28,0,8,1,6
159,104,21,1,5,3,5
159,158,12,2,10,3,9
159,386,14,0,9,1,7
159,446,36,3,10,3,9
159,412,46,3,3,2,4
159,576,38,1,5,3,6
159,51,34,1,2,1,7
159,660,36,3,11,0,6
159,54,2,1,1,0,8
159,376,33,3,12,1,8
159,666,44,3,7,1,9
159,213,45,2,12,1,9
159,243,16,3,2,1,8
159,19,32,1,11,0,8
159,430,37,3,9,1,9
159,148,23,2,11,0,9
159,438,5,3,2,1,9
159,484,39,3,5,3,7
159,594,9,0,10,3,7
159,236,25,3,3,2,5
159,567,44,3,0,0,5
159,674,2,1,2,1,4
159,47,34,1,6,0,9
159,454,3,2,5,3,9
159,91,48,0,10,3,8
159,436,9,0,1,0,9
159,556,7,1,8,1,8
159,292,23,2,12,1,7
159,474,27,3,3,2,1
159,359,46,3,5,3,2
159,175,4,2,10,3,7
159,635,40,3,7,1,9
159,502,29,0,0,0,5
159,542,1,1,8,1,8
159,295,26,3,12,1,8
159,401,19,3,4,3,3
159,237,29,0,10,3,8
159,274,40,3,13,2,3
159,657,25,3,4,3,3
159,147,46,3,0,0,5
159,553,5,3,8,1,8
159,239,16,3,12,1,9
159,619,0,0,9,1,8
159,496,36,3,9,1,9
159,468,1,1,3,2,9
159,121,16,3,3,2,2
159,143,28,0,2,1,7
159,260,22,2,10,3,8
159,131,18,1,11,0,9
159,115,13,1,0,0,7
159,27,30,3,4,3,5
159,443,32,1,8,1,8
159,562,6,2,12,1,8
159,469,36,3,6,0,5
159,271,17,3,9,1,8
159,221,0,0,10,3,8
159,9,12,2,7,1,9
159,133,19,3,1,0,7
159,44,39,3,2,1,9
159,286,3,2,2,1,6
159,120,13,1,8,1,7
159,615,24,3,13,2,8
159,537,10,2,6,0,2
159,394,24,3,9,1,6
160,681,18,1,13,2,2
160,91,48,0,10,3,8
160,265,19,3,5,3,7
160,558,46,3,8,1,9
160,645,32,1,2,1,9
160,5,3,2,8,1,5
160,414,16,3,13,2,2
160,463,47,0,10,3,8
160,205,46,3,4,3,1
160,631,27,3,10,3,8
160,354,19,3,2,1,9
160,492,27,3,5,3,6
160,310,45,2,2,1,9
160,653,33,3,7,1,9
160,381,48,0,0,0,9
160,74,38,1,13,2,3
160,241,9,0,11,0,8
160,277,17,3,10,3,8
160,244,34,1,7,1,9
160,316,4,2,2,1,4
160,352,18,1,7,1,6
160,482,25,3,11,0,9
160,476,25,3,9,1,8
160,47,34,1,6,0,9
160,76,41,2,11,0,9
160,499,35,3,0,0,9
160,53,10,2,3,2,5
160,175,4,2,10,3,9
160,130,1,1,5,3,7
160,236,25,3,3,2,5
160,308,17,3,11,0,9
160,204,37,3,10,3,8
160,596,9,0,3,2,3
160,575,41,2,10,3,9
160,548,36,3,13,2,2
160,404,39,3,11,0,5
160,221,0,0,10,3,5
160,27,30,3,4,3,3
160,415,38,1,4,3,3
160,487,19,3,0,0,8
160,583,32,1,10,3,5
160,313,47,0,13,2,4
160,171,21,1,3,2,6
160,519,25,3,0,0,4
160,590,32,1,12,1,9
160,139,7,1,9,1,8
160,682,36,3,1,0,3
160,262,1,1,10,3,6
160,61,15,3,1,0,2
160,202,17,3,12,1,9
160,43,24,3,5,3,3
160,270,2,1,9,1,2
160,272,28,0,13,2,1
160,323,8,1,3,2,9
160,504,23,2,0,0,9
160,360,48,0,12,1,9
160,587,11,3,11,0,5
160,193,42,3,6,0,5
160,24,4,2,13,2,3
160,328,37,3,11,0,3
160,203,13,1,4,3,1
160,646,21,1,2,1,3
160,260,22,2,10,3,8
160,439,20,0,13,2,2
160,421,32,1,0,0,9
160,431,46,3,6,0,7
160,10,33,3,11,0,9
160,525,46,3,1,0,6
160,562,6,2,12,1,8
160,547,14,0,2,1,4
160,632,10,2,9,1,9
160,51,34,1,2,1,9
160,382,15,3,10,3,5
160,665,16,3,8,1,9
160,75,22,2,13,2,2
160,456,22,2,12,1,8
160,220,21,1,10,3,2
160,440,7,1,2,1,9
160,327,30,3,5,3,4
160,371,30,3,0,0,6
160,79,11,3,7,1,8
160,326,46,3,7,1,8
160,604,34,1,9,1,8
160,322,48,0,11,0,9
160,133,19,3,1,0,9
160,161,6,2,1,0,7
160,574,48,0,4,3,5
160,231,15,3,9,1,8
160,419,10,2,8,1,9
160,462,3,2,11,0,9
160,119,24,3,4,3,2
160,378,41,2,8,1,9
160,408,38,1,7,1,7
160,122,23,2,8,1,8
160,571,19,3,9,1,9
160,634,37,3,5,3,4
160,305,40,3,2,1,9
160,88,48,0,1,0,9
161,626,18,1,5,3,8
161,302,35,3,10,3,8
161,234,1,1,12,1,9
161,334,13,1,13,2,1
161,420,36,3,7,1,9
161,573,7,1,12,1,9
161,290,17,3,7,1,9
161,552,17,3,8,1,9
161,381,48,0,0,0,8
161,258,39,3,12,1,9
161,167,47,0,6,0,8
161,427,27,3,4,3,1
161,225,34,1,4,3,1
161,273,11,3,8,1,9
161,574,48,0,4,3,1
161,119,24,3,4,3,1
161,174,6,2,11,0,8
161,71,41,2,13,2,1
161,24,4,2,13,2,4
161,505,5,3,13,2,2
161,153,28,0,8,1,9
161,97,0,0,7,1,7
161,644,9,0,6,0,8
161,331,44,3,5,3,6
161,384,6,2,0,0,8
161,485,32,1,7,1,9
161,72,38,1,1,0,9
161,138,22,2,2,1,9
161,200,29,0,2,1,8
161,364,11,3,4,3,1
161,285,35,3,13,2,1
161,409,6,2,2,1,9
161,631,27,3,10,3,9
161,202,17,3,12,1,9
161,614,24,3,0,0,9
161,186,19,3,11,0,9
161,139,7,1,9,1,9
161,354,19,3,2,1,9
161,276,22,2,8,1,9
161,47,34,1,6,0,9
161,240,39,3,7,1,9
161,497,19,3,8,1,9
161,460,26,3,5,3,2
161,303,6,2,8,1,9
161,398,11,3,5,3,4
161,46,30,3,8,1,9
161,175,4,2,10,3,8
161,250,42,3,7,1,9
161,191,14,0,8,1,8
161,30,35,3,12,1,9
161,648,43,0,1,0,9
161,344,29,0,13,2,1
161,298,16,3,11,0,8
161,365,5,3,3,2,2
161,556,7,1,8,1,9
161,408,38,1,7,1,9
161,12,4,2,3,2,8
161,335,13,1,5,3,9
161,106,4,2,0,0,6
161,169,40,3,4,3,1
161,661,20,0,10,3,8
161,436,9,0,1,0,9
161,449,40,3,11,0,8
161,330,13,1,1,0,9
161,223,11,3,3,2,2
161,561,30,3,12,1,9
161,236,25,3,3,2,6
161,233,4,2,5,3,8
161,541,31,2,13,2,2
161,562,6,2,12,1,9
161,659,18,1,1,0,9
161,362,43,0,5,3,7
161,151,18,1,6,0,9
161,669,15,3,12,1,9
161,380,15,3,0,0,7
161,612,2,1,0,0,7
161,393,39,3,1,0,2
161,340,45,2,9,1,8
161,471,11,3,6,0,3
161,279,16,3,4,3,1
161,401,19,3,4,3,1
161,214,42,3,0,0,8
161,529,12,2,2,1,9
161,655,2,1,6,0,1
161,651,25,3,1,0,9
161,588,11,3,2,1,9
161,248,2,1,11,0,6
161,673,25,3,10,3,8
161,579,14,0,1,0,9
161,42,25,3,6,0,8
161,679,43,0,3,2,3
161,213,45,2,12,1,9
161,226,18,1,0,0,4
161,629,0,0,0,0,7
161,489,40,3,10,3,8
161,351,43,0,11,0,9
